"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"6048","367","loss","Marlon Moraes","WSOF 9 - Carl vs. PalharesMar / 29 / 2014","Decision (Unanimous)Jason Herzog",5,"5:00",NA,NA,NA,NA
"6049","367","win","Alexis Vila","WSOF 6 - Burkman vs. CarlOct / 26 / 2013","Decision (Unanimous)Troy Waugh",3,"5:00",NA,NA,NA,NA
"6050","367","win","Jeff Hatton","CS - CageSport 26Aug / 24 / 2013","Decision (Unanimous)Randy Corley",3,"5:00",NA,NA,NA,NA
"6051","367","win","Zach Skinner","CS - CageSport 25Jul / 06 / 2013","KO (Punch)Ryan Hoisington",1,"3:26",NA,NA,NA,NA
"6052","367","loss","Cory Vom Baur","CS - CageSport 24Apr / 27 / 2013","Submission (Rear-Naked Choke)Anthony Hamlett",5,"3:38",NA,NA,NA,NA
"6053","367","win","Nalo Leal","Northwest Fighting - Young Guns 6Mar / 30 / 2013","Submission (Armbar)Randy Silva",2,"2:41",NA,NA,NA,NA
"6054","367","win","Anthony Zender","Northwest Fighting - Fairchild Cage FightingMar / 09 / 2013","Submission (Arm-Triangle Choke)Randy Silva",1,"3:36",NA,NA,NA,NA
"6055","367","win","John Martinez","Northwest Fighting  - Young Guns 5Jan / 12 / 2013","Submission (Rear-Naked Choke)Chris Charnos",3,"1:46",NA,NA,NA,NA
"6056","367","win","Elliott Gilbert","KOTC - Breaking PointAug / 23 / 2012","Submission (Armbar)N/A",1,"1:34",NA,NA,NA,NA
"6057","367","loss","Zach Lari","KOTC - Wild CardMay / 17 / 2012","Submission (Guillotine Choke)N/A",1,"2:52",NA,NA,NA,NA
"6058","367","win","Elliott Gilbert","Northwest Fighting  - Young Guns 1Apr / 28 / 2012","Submission (Side Choke)Chris Charnos",1,"3:13",NA,NA,NA,NA
"6059","367","win","Christian Ortiz","SS - Spokane Showdown 28Jun / 18 / 2011","TKO (Punches)Steve Newport",3,"0:38",NA,NA,NA,NA
"6060","367","win","Brandon Stedman","ICF - Intense Cage Fighting 1Mar / 25 / 2011","Submission (Armbar)N/A",1,"4:15",NA,NA,NA,NA
"6061","368","win","Dyton Galliher","COTC - Conquest of the Cage 12Aug / 19 / 2012","Decision (Split)Anthony Hamlett",3,"5:00",NA,NA,NA,NA
"6062","368","win","Elliott Gilbert","ROTR - Rumble on the Ridge 24Jun / 16 / 2012","Submission (Rear-Naked Choke)Steve Hadsel",1,"2:47",NA,NA,NA,NA
"6063","368","win","Joseph Cleveland","KOTC - Wild CardMay / 17 / 2012","Submission (Triangle Choke)N/A",1,"4:33",NA,NA,NA,NA
"6064","368","win","John Martinez","ROTR - Rumble on the Ridge 23Apr / 14 / 2012","Submission (Guillotine Choke)Ryan Hoisington",1,"4:37",NA,NA,NA,NA
"6065","368","win","Eric Johnson","Thunder & Lightning - Combat in the Cage 12Jul / 23 / 2011","Submission (Guillotine Choke)Joe Hernandez",4,"3:40",NA,NA,NA,NA
"6066","369","win","Nate Landwehr","UFC Fight Night 185 - Blaydes vs. LewisFeb / 20 / 2021","TKO (Flying Knee)Mark Smith",1,"0:56",NA,NA,NA,NA
"6067","369","win","Sean Woodson","UFC on ESPN 12 - Poirier vs. HookerJun / 27 / 2020","Submission (Brabo Choke)Keith Peterson",3,"2:44",NA,NA,NA,NA
"6068","369","win","A.J. Bryant","CageSport MMA - CageSport 60Feb / 22 / 2020","Submission (Bulldog Choke)N/A",1,"4:43",NA,NA,NA,NA
"6069","369","loss","Julio Arce","UFC Fight Night 152 - Dos Anjos vs. LeeMay / 18 / 2019","KO (Head Kick)Keith Peterson",3,"1:49",NA,NA,NA,NA
"6070","369","loss","Grant Dawson","UFC Fight Night 146 - Lewis vs. Dos SantosMar / 09 / 2019","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"6071","369","loss","Devonte Smith","UFC Fight Night 139 - Korean Zombie vs. RodriguezNov / 10 / 2018","KO (Punches)Tim Mills",1,"0:46",NA,NA,NA,NA
"6072","369","win","Jamall Emmers","Dana White's Tuesday Night Contender Series - Season 2, Episode 3Jun / 26 / 2018","KO (Head Kick and Punches)Chris Tognoni",2,"1:10",NA,NA,NA,NA
"6073","369","win","Bryan Nuro","CageSport 48 - Erosa vs. NuroDec / 16 / 2017","Decision (Unanimous)Ryan Hoisington",5,"5:00",NA,NA,NA,NA
"6074","369","win","Erick Sanchez","GKO 11 - Global Knockout 11Nov / 04 / 2017","TKO (Punches)James Fanshier",3,"4:32",NA,NA,NA,NA
"6075","369","loss","Bobby McIntyre","CS - CageSport 46Jul / 15 / 2017","TKO (Punches)John Stanton",1,"3:58",NA,NA,NA,NA
"6076","369","win","Justin Harrington","CS - CageSport 45Apr / 22 / 2017","KO (Knees and Punches)Jeremy Saunders",1,"4:09",NA,NA,NA,NA
"6077","369","win","Justin Harrington","CS - CageSport 44Feb / 25 / 2017","Submission (Triangle Choke)N/A",1,"2:23",NA,NA,NA,NA
"6078","369","loss","Paddy Pimblett","CWFC - Cage Warriors UnpluggedNov / 12 / 2016","Decision (Unanimous)Marc Goddard",5,"5:00",NA,NA,NA,NA
"6079","369","win","Austin Springer","Prime Fighting 8 - Springer vs. ErosaOct / 08 / 2016","TKO (Punches)N/A",2,"3:15",NA,NA,NA,NA
"6080","369","win","Daniel Swain","KOTC - Battle ZoneMay / 19 / 2016","TKO (Doctor Stoppage)Randy Silva",2,"5:00",NA,NA,NA,NA
"6081","369","loss","Teruto Ishihara","UFC 196 - McGregor vs. DiazMar / 05 / 2016","KO (Punches)Chris Tognoni",2,"0:34",NA,NA,NA,NA
"6082","369","win","Marcin Wrzosek","UFC - The Ultimate Fighter 22 FinaleDec / 11 / 2015","Decision (Split)Jason Herzog",3,"5:00",NA,NA,NA,NA
"6083","369","win","Drew Brokenshire","SFL 37 - SFL America 3Feb / 21 / 2015","Submission (Brabo Choke)John Stanton",3,"4:35",NA,NA,NA,NA
"6084","369","win","Harrison Bevens","SFL 36 - SFL America 2Dec / 13 / 2014","KO (Knee)Jeremy Saunders",2,"2:10",NA,NA,NA,NA
"6085","369","win","Ryan Mulvihill","KOTC - Seek and DestroyMay / 22 / 2014","Submission (Triangle Choke)N/A",2,"4:19",NA,NA,NA,NA
"6086","369","win","Mike Joy","CS - CageSport 29Feb / 08 / 2014","TKO (Punches)Steve Newport",2,"2:28",NA,NA,NA,NA
"6087","369","loss","Lee Morrison","CS - CageSport 25Jul / 06 / 2013","Decision (Unanimous)Ryan Hoisington",3,"5:00",NA,NA,NA,NA
"6088","369","win","Jason Gybels","CS - CageSport 24Apr / 27 / 2013","Submission (Triangle Choke)Ryan Hoisington",2,"3:49",NA,NA,NA,NA
"6089","369","loss","Drew Brokenshire","CS - CageSport 22Dec / 01 / 2012","Decision (Unanimous)Ryan Hoisington",5,"5:00",NA,NA,NA,NA
"6090","369","win","Jason Gybels","CS - CageSport 21Sep / 29 / 2012","KO (Punch)Steve Newport",1,"4:36",NA,NA,NA,NA
"6091","369","win","Ryan Mulvihill","CS - CageSport 19Apr / 28 / 2012","Submission (Armbar)Anthony Hamlett",4,"1:48",NA,NA,NA,NA
"6092","369","win","Jerome Jones","CS - Cagesport 18Feb / 25 / 2012","Submission (Armbar)Ryan Hoisington",2,"4:30",NA,NA,NA,NA
"6093","369","win","Matt Coble","CS - CageSport 17Dec / 03 / 2011","Submission (Rear-Naked Choke)Anthony Hamlett",3,"3:31",NA,NA,NA,NA
"6094","369","win","Ernesto Toscano","CS - CageSport 16Oct / 01 / 2011","Decision (Unanimous)Stephen Newport",3,"5:00",NA,NA,NA,NA
"6095","369","win","John Martinez","LOTC - Lords of the CageJun / 10 / 2011","TKO (Punches)Ryan Hoisington",3,"3:24",NA,NA,NA,NA
"6096","369","win","Ryan Mulvihill","CS - CageSport 14Apr / 23 / 2011","Submission (Brabo Choke)Ryan Hoisington",2,"1:23",NA,NA,NA,NA
"6097","369","win","Omar Avelar","CS - CageSport 13Feb / 19 / 2011","Submission (Armbar)Ryan Hoisington",2,"2:32",NA,NA,NA,NA
"6098","369","win","Angel Diaz","CS - CageSport 12Oct / 02 / 2010","KO (Punches)Randy Corley",1,"2:16",NA,NA,NA,NA
"6099","370","loss","Charles Cheeks III","Golden Cage MMA - Magic City Mayhem 2May / 04 / 2013","TKO (Punches)Chad Gilbertson",1,"2:17",NA,NA,NA,NA
"6100","370","loss","Omar Avelar","CS - CageSport 15Jul / 16 / 2011","Decision (Unanimous)Anthony Hamlett",3,"5:00",NA,NA,NA,NA
"6101","370","win","John Martinez","CS - CageSport 12Oct / 02 / 2010","TKO (Punches)Randy Corley",2,"4:45",NA,NA,NA,NA
"6102","371","win","Colt Hausauer","Combat Games MMA - Battle at the Bay 7Apr / 19 / 2014","Submission Jeremy Saunders",3,"0:43",NA,NA,NA,NA
"6103","371","win","Alex Eastman","CS - CageSport 28Dec / 07 / 2013","Submission (Punch to the Body)Joe DeRobbio",2,"3:54",NA,NA,NA,NA
"6104","371","win","Cody Cox","COTC - Conquest of the Cage 9Sep / 08 / 2010","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6105","371","loss","John Martinez","LMMA - Lightning at LegendsJul / 31 / 2010","KO (Punches)N/A",1,"4:28",NA,NA,NA,NA
"6106","371","win","Roy Bradshaw","COTC - Conquest of the Cage 7Jan / 07 / 2010","TKO (Punches)N/A",1,"1:01",NA,NA,NA,NA
"6107","372","win","Chris Roman","ROTR - Rumble on the Ridge 25Sep / 08 / 2012","Decision (Unanimous)Ryan Hoisington",3,"5:00",NA,NA,NA,NA
"6108","372","loss","Lee Morrison","ROTR - Rumble on the Ridge 19Aug / 27 / 2011","TKO (Punches)Ryan Hoisington",1,"2:24",NA,NA,NA,NA
"6109","372","win","Omar Avelar","COTC - Conquest of the Cage 9Sep / 08 / 2010","Submission (Rear-Naked Choke)N/A",3,"2:49",NA,NA,NA,NA
"6110","372","win","John Martinez","LMMA - Lightning at LegendsJun / 05 / 2010","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6111","372","win","Daniel Atnip","COTC - Conquest of the Cage 7Jan / 07 / 2010","TKO (Punches)N/A",1,"3:11",NA,NA,NA,NA
"6112","372","loss","Bryan Caraway","Strikeforce - Challengers 2Jun / 19 / 2009","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6113","372","win","Vance North","COTC - Conquest of the Cage 3Sep / 17 / 2008","TKO (Punches)N/A",2,"0:00",NA,NA,NA,NA
"6114","372","win","Zach Skinner","LMMA - Lightning at LegendsJun / 28 / 2008","KO (Spinning Backfist)N/A",3,"N/A",NA,NA,NA,NA
"6115","372","loss","Eddie Fore","COTC - Conquest of the Cage 2May / 02 / 2008","TKON/A",1,"4:50",NA,NA,NA,NA
"6116","373","win","Quinten Wyland","CageSport MMA - CageSport 59Oct / 05 / 2019","Submission (Rear-Naked Choke)N/A",1,"3:59",NA,NA,NA,NA
"6117","373","loss","Ryan Mulvihill","WFC - World Fighting Championships 105Aug / 17 / 2019","Submission (Rear-Naked Choke)N/A",1,"2:12",NA,NA,NA,NA
"6118","373","loss","Chris Stone","CageSport MMA - CageSport 58Aug / 10 / 2019","Submission (Rear-Naked Choke)N/A",1,"1:00",NA,NA,NA,NA
"6119","373","loss","Terrance McKinney","ExciteFight - Conquest of the CageMay / 18 / 2019","Submission (Rear-Naked Choke)N/A",1,"0:43",NA,NA,NA,NA
"6120","373","loss","Jake Sebastian","CageSport MMA - CageSport 55Feb / 09 / 2019","TKO (Punches)N/A",3,"0:56",NA,NA,NA,NA
"6121","373","win","Armando Best","CageSport MMA - CageSport 54Dec / 15 / 2018","Submission (Guillotine Choke)N/A",1,"2:14",NA,NA,NA,NA
"6122","373","loss","Drew Brokenshire","Dominate FC 2 - Dominate Fighting Championship 2Sep / 15 / 2018","Submission (Triangle Choke)N/A",1,"4:28",NA,NA,NA,NA
"6123","373","loss","Bobby McIntyre","CageSport MMA - CageSport 52Jul / 21 / 2018","Submission (Rear-Naked Choke)N/A",1,"2:22",NA,NA,NA,NA
"6124","373","loss","Bryan Nuro","CageSport MMA - CageSport 51May / 05 / 2018","TKO (Punches)Dave Hagen",3,"1:27",NA,NA,NA,NA
"6125","373","win","Justin Harrington","COGA 59 - Rumble on the Ridge 40Oct / 07 / 2017","Submission (Guillotine Choke)Jeremy Saunders",2,"2:38",NA,NA,NA,NA
"6126","373","loss","Nathan Stolen","COGA 57 - Rumble on the Ridge 39Jul / 22 / 2017","TKO (Punches)Jeremy Saunders",2,"2:53",NA,NA,NA,NA
"6127","373","loss","Ricky Simon","KOTC - HeadstrongMay / 27 / 2017","Submission (Arm-Triangle Choke)Steve Newport",1,"1:56",NA,NA,NA,NA
"6128","373","win","Mark Coates","Thunder & Lightning - Pro-Am MMAApr / 01 / 2017","Submission (Guillotine Choke)Rick Little",1,"0:35",NA,NA,NA,NA
"6129","373","win","Andrew Kauppila","KOTC - New BloodFeb / 16 / 2017","Submission (Rear-Naked Choke)N/A",1,"4:52",NA,NA,NA,NA
"6130","373","loss","Nathan Stolen","KOTC - Fall OutNov / 17 / 2016","TKO (Punches)Tom Supnet",1,"0:44",NA,NA,NA,NA
"6131","373","loss","Austin Arnett","Thunder & Lightning - Pro-Am MMAAug / 12 / 2016","Submission (Rear-Naked Choke)Rick Little",2,"3:54",NA,NA,NA,NA
"6132","373","loss","Dave Courchaine","COTC - Conquest of the Cage 23Jun / 10 / 2016","KO (Head Kick and Punches)N/A",1,"1:08",NA,NA,NA,NA
"6133","373","win","Jeremy Castro","EC - Extreme Challenge 233May / 07 / 2016","Submission (Rear-Naked Choke)Tyrone Roberts",2,"3:59",NA,NA,NA,NA
"6134","373","loss","Danny Black","KOTC - Rumble on the RiverAug / 01 / 2015","Submission (Triangle Choke)Rick Tasler",1,"1:12",NA,NA,NA,NA
"6135","373","loss","Joel Thomas","COTC - Conquest of the Cage 19Apr / 03 / 2015","Submission (Rear-Naked Choke)Anthony Hamlett",1,"0:32",NA,NA,NA,NA
"6136","373","loss","Ramiro Hernandez","EC - Extreme Challenge 231May / 19 / 2014","Decision (Unanimous)Matt White",3,"5:00",NA,NA,NA,NA
"6137","373","loss","Frank Ramsey","ICF - Fight Night 1Nov / 15 / 2013","TKO (Retirement)Brett Hamlin",2,"5:00",NA,NA,NA,NA
"6138","373","loss","Robert Washington","Shamrock FC - RelentlessOct / 12 / 2013","TKO (Punches)Mike England",1,"2:28",NA,NA,NA,NA
"6139","373","loss","Harrison Bevens","CS - CageSport 23Feb / 16 / 2013","Decision (Unanimous)Randy Corley",3,"5:00",NA,NA,NA,NA
"6140","373","win","Chanti Johnson","CS - CageSport 22Dec / 01 / 2012","KO (Head Kick)Ryan Hoisington",3,"4:54",NA,NA,NA,NA
"6141","373","loss","Alex White","RTP - Rumble Time PromotionsOct / 26 / 2012","TKO (Retirement)Mike England",2,"5:00",NA,NA,NA,NA
"6142","373","win","Buck Henry Bisbey","COGA Grand Prix - Battle at the Bay 2Oct / 13 / 2012","Technical Submission (Guillotine Choke)Jeremy Saunders",1,"0:18",NA,NA,NA,NA
"6143","373","win","Kenneth Glenn","3RT - 3 River Throwdown 2Aug / 04 / 2012","KO (Punch)Ray Yeager",3,"0:24",NA,NA,NA,NA
"6144","373","loss","Eric Irvin","Rumble Time Promotions - Clash of the WarriorsJul / 27 / 2012","Submission (Armbar)Mike England",2,"2:25",NA,NA,NA,NA
"6145","373","loss","Drew Brokenshire","ROTR - Rumble on the Ridge 24Jun / 16 / 2012","Decision (Unanimous)Jeremy Saunders",3,"5:00",NA,NA,NA,NA
"6146","373","loss","Zach Freeman","RTP - Rumble Time PromotionsMay / 19 / 2012","Submission (Rear-Naked Choke)Mike England",1,"1:34",NA,NA,NA,NA
"6147","373","loss","Rick Glenn","NAFC - ColosseumMay / 04 / 2012","TKO (Elbow and Punches)N/A",2,"0:29",NA,NA,NA,NA
"6148","373","loss","Jacob Boysen","ROTR - Rumble on the Ridge 22Feb / 18 / 2012","Decision (Split)Ryan Hoisington",3,"5:00",NA,NA,NA,NA
"6149","373","win","Gabriel Solorio","ROTR - Rumble on the Ridge 21Dec / 10 / 2011","Submission (Triangle Choke)N/A",3,"3:11",NA,NA,NA,NA
"6150","373","loss","Alonzo Martinez","EC - Extreme Challenge 200Nov / 23 / 2011","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6151","373","loss","Bobby Green","Strikeforce - Challengers 19Sep / 23 / 2011","Submission (Arm-Triangle Choke)Steve Mazzagatti",2,"2:54",NA,NA,NA,NA
"6152","373","loss","Sam Sicilia","LOTC - Conquest of the CageApr / 28 / 2011","Submission (Neck Crank)N/A",1,"4:03",NA,NA,NA,NA
"6153","373","win","Ken Sitsler","KOTC - OutkastsApr / 09 / 2011","Submission (Kimura)N/A",1,"1:39",NA,NA,NA,NA
"6154","373","win","Roy Bradshaw","ROTR  - Rumble on the Ridge 17Mar / 05 / 2011","Submission (Triangle Choke)Ryan Hoisington",2,"4:08",NA,NA,NA,NA
"6155","373","loss","Scott McAfee","FE - Arctic Combat 6Dec / 11 / 2010","TKO (Punches)Torrey Plunk",2,"0:49",NA,NA,NA,NA
"6156","373","win","Buck Henry Bisbey","ROTR 15 - VindicationDec / 04 / 2010","Technical Submission (Triangle Choke)N/A",1,"4:01",NA,NA,NA,NA
"6157","373","win","Austin Peaker","Reign Promotions - Reign Fighting ChampionshipsNov / 13 / 2010","Submission (Rear-Naked Choke)Wesley Welch",2,"1:21",NA,NA,NA,NA
"6158","373","loss","Ryan Healy","COTC - Conquest of the Cage 9Sep / 08 / 2010","Submission (Rear-Naked Choke)N/A",2,"N/A",NA,NA,NA,NA
"6159","373","win","Jeff Bailey","CS - CageSport 11Jul / 24 / 2010","Submission (Rear-Naked Choke)Randy Corley",1,"2:38",NA,NA,NA,NA
"6160","373","win","Trevor Sojot","Guy Promotions - Knockouts and Tapouts 1Jun / 05 / 2010","Submission (Rear-Naked Choke)Steve Newport",2,"2:34",NA,NA,NA,NA
"6161","373","loss","Chanti Johnson","CS - CageSport 9Feb / 20 / 2010","KO (Punches)N/A",1,"0:16",NA,NA,NA,NA
"6162","373","win","John Martinez","CS - CageSport 8Dec / 05 / 2009","Submission (Rear-Naked Choke)N/A",1,"4:43",NA,NA,NA,NA
"6163","373","loss","Lee Sampson","DMMA - Volume 3: Proven DominanceMar / 07 / 2009","Submission (Rear-Naked Choke)N/A",1,"0:00",NA,NA,NA,NA
"6164","373","loss","Jeremy Dalton","DMMA - Volume 2: Maintaining DominanceDec / 20 / 2008","Submission (Triangle Choke)N/A",1,"0:00",NA,NA,NA,NA
"6165","373","loss","Michael Chiesa","TL - Thunder & LightningAug / 16 / 2008","Submission (Triangle Choke)N/A",2,"0:00",NA,NA,NA,NA
"6166","374","loss","Tim Welch","CS - CageSport 8Dec / 05 / 2009","TKO (Doctor Stoppage)N/A",1,"5:00",NA,NA,NA,NA
"6167","374","win","John Martinez","CS - CageSport 7Oct / 03 / 2009","Submission (Rear-Naked Choke)Anthony Hamlett",2,"2:47",NA,NA,NA,NA
"6168","374","loss","Lee Morrison","CS - CageSport 5May / 16 / 2009","Submission (Heel Hook)Anthony Hamlet",1,"4:51",NA,NA,NA,NA
"6169","374","loss","Marques Daniels","Alliance - The UprisingMay / 02 / 2009","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6170","374","loss","Cody McKenzie","EWC - Vancouver Cage FightsSep / 06 / 2008","Submission (Guillotine Choke)N/A",1,"1:37",NA,NA,NA,NA
"6171","374","loss","Dave Jansen","SF 20 - HomecomingOct / 27 / 2007","Submission (Guillotine Choke)N/A",1,"N/A",NA,NA,NA,NA
"6172","374","win","Zach Combs","FCFF - Rumble In Round-Up City 3Aug / 18 / 2007","TKO (Punches)N/A",2,"1:46",NA,NA,NA,NA
"6173","374","win","Daniel Kemp","FCFF - Rumble in Round-Up City 2Apr / 28 / 2007","SubmissionN/A",1,"1:15",NA,NA,NA,NA
"6174","375","loss","Yaotzin Meza","UFC on Fox 8 - Johnson vs. MoragaJul / 27 / 2013","Submission (Rear-Naked Choke)Randy Corley",2,"2:49",NA,NA,NA,NA
"6175","375","loss","Scott Jorgensen","UFC on Fox 5 - Henderson vs. DiazDec / 08 / 2012","Submission (Rear-Naked Choke)Herb Dean",1,"4:59",NA,NA,NA,NA
"6176","375","loss","Erik Perez","UFC - The Ultimate Fighter 15 FinaleJun / 01 / 2012","Technical Submission (Armbar)Kim Winslow",1,"4:18",NA,NA,NA,NA
"6177","375","loss","Ivan Menjivar","UFC on Fuel TV 1 - Sanchez vs. EllenbergerFeb / 15 / 2012","Submission (Rear-Naked Choke)Jim Axtell",1,"3:45",NA,NA,NA,NA
"6178","375","win","Dustin Pague","UFC - The Ultimate Fighter 14 FinaleDec / 03 / 2011","TKO (Punches)Herb Dean",1,"1:09",NA,NA,NA,NA
"6179","375","loss","Roy Bradshaw","Guy Promotions - Knockouts and Tapouts 1Jun / 05 / 2010","Submission (Guillotine Choke)Steve Newport",1,"1:13",NA,NA,NA,NA
"6180","375","win","John Martinez","CATC 6 - Carnage at the Creek 6Jun / 06 / 2009","TKO (Doctor Stoppage)Joe DeRobbio",2,"5:00",NA,NA,NA,NA
"6181","375","win","Bobby Corpuz","CS - CageSport 5May / 16 / 2009","Submission (Triangle Choke)Anthony Hamlet",2,"1:26",NA,NA,NA,NA
"6182","375","win","Justin Fratto","DB - Desert Brawl 36Feb / 28 / 2009","Submission (Triangle Choke)Dave Hagen",1,"2:21",NA,NA,NA,NA
"6183","375","win","Jesse  Lopez","XCC 4 - Xtreme Cage Combat 4Jun / 02 / 2007","TKO (Punches)N/A",1,"0:00",NA,NA,NA,NA
"6184","375","win","Jared Scouten","HFN - Hooligan Fight NightMar / 30 / 2007","TKO (Punches)Wesley Welch",1,"0:48",NA,NA,NA,NA
"6185","376","win","John Martinez","WFC - Wanted Fighting ChampionshipMar / 15 / 2008","Submission (Rear-Naked Choke)N/A",3,"0:00",NA,NA,NA,NA
"6186","377","loss","Alex Caceres","UFC Fight Night 175 - Smith vs. RakicAug / 29 / 2020","Submission (Rear-Naked Choke)Chris Tognoni",1,"3:38",NA,NA,NA,NA
"6187","377","win","Kevin Boehm","CageSport MMA - CageSport 59Oct / 05 / 2019","Decision (Unanimous)N/A",5,"5:00",NA,NA,NA,NA
"6188","377","win","Giga Chikadze","Dana White's Tuesday Night Contender Series - Season 2, Episode 2Jun / 19 / 2018","Submission (Rear-Naked Choke)Jason Herzog",3,"4:10",NA,NA,NA,NA
"6189","377","win","Troy Berglund","ExciteFight - Conquest of the CageFeb / 02 / 2018","KODave Courchaine",3,"1:30",NA,NA,NA,NA
"6190","377","loss","Bobby McIntyre","WFC - World Fighting Championships 70Apr / 29 / 2017","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"6191","377","loss","Julian Erosa","Prime Fighting 8 - Springer vs. ErosaOct / 08 / 2016","TKO (Punches)N/A",2,"3:15",NA,NA,NA,NA
"6192","377","win","Toby Misech","PF - Prime Fighting 6Jan / 23 / 2016","TKO (Punches)N/A",5,"2:47",NA,NA,NA,NA
"6193","377","loss","Steven Siler","Titan FC 35 - Healy vs. HawnSep / 19 / 2015","Submission (Guillotine Choke)Steve Newport",1,"1:04",NA,NA,NA,NA
"6194","377","win","Ryan Mulvihill","PF - Prime Fighting 5Mar / 14 / 2015","TKO (Leg Kicks and Punches)N/A",1,"4:36",NA,NA,NA,NA
"6195","377","win","Josh Solis","Main Event Sports - Main Event MMA 3Aug / 16 / 2014","TKO (Punches)Steve Newport",2,"1:20",NA,NA,NA,NA
"6196","377","win","Damon Jordan","Main Event Sports - Main Event MMA 2Apr / 19 / 2014","TKO (Punches)Dave Hagen",1,"4:48",NA,NA,NA,NA
"6197","377","win","Dylan Atkinson","Main Event Sports - Main Event MMA 1Jan / 18 / 2014","Submission (Guillotine Choke)Ryan Hoisington",2,"1:21",NA,NA,NA,NA
"6198","377","win","Zach Skinner","Bellator MMA - Bellator 101Sep / 27 / 2013","Decision (Unanimous)Dave Hagen",3,"5:00",NA,NA,NA,NA
"6199","377","win","Aaron Martin","CS - CageSport 24Apr / 27 / 2013","TKO (Punches)Ryan Hoisington",1,"1:30",NA,NA,NA,NA
"6200","377","win","Chaba Rastegar","CS - CageSport 17Dec / 03 / 2011","Decision (Unanimous)Randy Corley",3,"5:00",NA,NA,NA,NA
"6201","377","win","John Martinez","CCW - Combat Caged WarriorsSep / 15 / 2007","TKO (Punches)N/A",1,"1:51",NA,NA,NA,NA
"6202","378","loss","Mark Coates","TLMMA - Thunder & Lightning MMANov / 17 / 2018","TKO (Punches)N/A",1,"3:53",NA,NA,NA,NA
"6203","378","loss","Joey Pierotti","ExciteFight - Conquest of the CageAug / 25 / 2018","TKOTyler McGuire",1,"1:45",NA,NA,NA,NA
"6204","378","loss","Elijah Ross","KOTC - New BeginningNov / 16 / 2017","TKO (Submission to Punches)Randy Silva",1,"2:16",NA,NA,NA,NA
"6205","378","loss","Jake Adams","KOTC - Next in LineAug / 17 / 2017","TKO (Punches)Tom Supnet",1,"2:13",NA,NA,NA,NA
"6206","378","loss","Lee Morrison","COGA 57 - Rumble on the Ridge 39Jul / 22 / 2017","Submission (Rear-Naked Choke)Jeremy Saunders",1,"1:32",NA,NA,NA,NA
"6207","378","loss","Gustavo Lopez","ExciteFight - Conquest of the CageJun / 10 / 2017","Submission (Armbar)Dave Courchaine",1,"1:19",NA,NA,NA,NA
"6208","378","loss","Troy Berglund","ExciteFight - MMA Mission Mayhem 3May / 29 / 2017","TKO (Retirement)Steve Newport",1,"5:00",NA,NA,NA,NA
"6209","378","loss","Austin Arnett","Thunder & Lightning - Pro-Am MMAApr / 01 / 2017","TKO (Punches)N/A",1,"3:09",NA,NA,NA,NA
"6210","378","loss","Nic Herron-Webb","AFC 125 - Herron-Webb vs. DempseySep / 28 / 2016","Submission (Armbar)Paul Stockler",1,"3:08",NA,NA,NA,NA
"6211","378","loss","Chris Stone","Reign FC - Reign Fighting ChampionshipSep / 03 / 2016","Submission (Armbar)N/A",1,"1:30",NA,NA,NA,NA
"6212","378","loss","Shaine Jaime","ExciteFight - MMA Mission MayhemJul / 11 / 2015","Submission (North-South Choke)Shawn Gregory",2,"1:13",NA,NA,NA,NA
"6213","378","loss","Tyler McGuire","COTC - Conquest of the Cage 19Apr / 03 / 2015","TKO (Submission to Punches)Anthony Hamlett",1,"2:13",NA,NA,NA,NA
"6214","378","win","Drew Lipton","AK Entertainment - AK Tuesday Night FightsNov / 27 / 2012","Submission (Triangle Choke)Nick Taylor",2,"0:57",NA,NA,NA,NA
"6215","378","loss","Jeff Bailey","FE - Arctic Combat 7Feb / 12 / 2011","Submission (Rear-Naked Choke)Torrey Plunk",1,"0:00",NA,NA,NA,NA
"6216","378","win","Mike Bigsby","TL - Thunder & LightningAug / 16 / 2008","Submission (Triangle Choke)N/A",1,"0:00",NA,NA,NA,NA
"6217","378","loss","John Martinez","CCW - Summer SlamJul / 28 / 2007","Submission (Guillotine Choke)N/A",1,"1:01",NA,NA,NA,NA
"6218","379","loss","Shawn Swift","CCW - Summer SlamJul / 28 / 2007","TKO (Corner Stoppage)N/A",1,"5:00",NA,NA,NA,NA
"6219","379","loss","John Martinez","Combat Caged Warriors - Smoke Out Choke OutJul / 14 / 2007","Submission (Armbar)N/A",1,"0:48",NA,NA,NA,NA
"6220","380","win","Jeff Pool","COTC - Conquest of the Cage 18Nov / 15 / 2014","Submission (Armbar)N/A",1,"2:45",NA,NA,NA,NA
"6221","380","win","Jeff Coleman","COTC - Conquest of the Cage 16May / 30 / 2014","Submission (Rear-Naked Choke)Anthony Hamlett",1,"1:32",NA,NA,NA,NA
