"","FighterId.x","Event.x","Result.x","Opponent.x","Round.x","Time.x","Method.x","DateEvent.x","Outcome.x","PreviousOutcome.x","start.x","streak_id.x","streak.x","StreakLength.x","WinRatio.x","CountFights.x","FinishRatio.x","FinishPrevious.x","FinishedRatio.x","FinishedPrevious.x","FinishedCount.x","FinishCount.x","DamageDiff.x","Fighter.x","OpponentId.x","FighterComposite","OpponentComposite","FighterId.y","Event.y","Result.y","Opponent.y","Round.y","Time.y","Method.y","DateEvent.y","Outcome.y","PreviousOutcome.y","start.y","streak_id.y","streak.y","StreakLength.y","WinRatio.y","CountFights.y","FinishRatio.y","FinishPrevious.y","FinishedRatio.y","FinishedPrevious.y","FinishedCount.y","FinishCount.y","DamageDiff.y","Fighter.y","OpponentId.y","FighterComposite.y","IdKey"
"204",207,"Talent MMA Circuit 1 - Valinhos 2013","win","Ricardo Sattelmayer",1,"3:00","Submission (Rear-Naked Choke)",2013-04-05,1,0,TRUE,4,1,-2,0.4,5,0.2,FALSE,0.2,FALSE,1,1,0.5,"Guilherme Gomes",208,"207_Ricardo Sattelmayer_2013-04-05","208_Guilherme Gomes_2013-04-05",208,"Talent MMA Circuit 1 - Valinhos 2013","loss","Guilherme Gomes",1,"3:00","Submission (Rear-Naked Choke)",2013-04-05,0,0,FALSE,6,3,-2,0.444444444444444,9,0.444444444444444,FALSE,0.555555555555556,TRUE,5,4,0.666666666666667,"Ricardo Sattelmayer",207,"208_Guilherme Gomes_2013-04-05",415
"205",208,"Thunder Fight 2 - MMA Championship","win","Jose Alexandre",1,"2:10","Submission (Guillotine Choke)",2014-12-19,1,0,TRUE,13,1,-2,0.4,20,0.4,FALSE,0.6,TRUE,12,8,0.615384615384615,"Ricardo Sattelmayer",317,"208_Jose Alexandre_2014-12-19","317_Ricardo Sattelmayer_2014-12-19",317,"Thunder Fight 2 - MMA Championship","loss","Ricardo Sattelmayer",1,"2:10","Submission (Guillotine Choke)",2014-12-19,0,1,TRUE,11,1,6,0.727272727272727,22,0.545454545454545,TRUE,0.227272727272727,FALSE,5,12,2,"Jose Alexandre",208,"317_Ricardo Sattelmayer_2014-12-19",525
"206",208,"Shooto Brasil - Grand Prix","loss","Aleandro Caetano",1,"3:08","Submission (Rear-Naked Choke)",2020-03-01,0,0,FALSE,20,3,-2,0.441176470588235,34,0.441176470588235,FALSE,0.558823529411765,TRUE,19,15,0.75,"Ricardo Sattelmayer",304,"208_Aleandro Caetano_2020-03-01","304_Ricardo Sattelmayer_2020-03-01",304,"Shooto Brasil - Grand Prix","win","Ricardo Sattelmayer",1,"3:08","Submission (Rear-Naked Choke)",2020-03-01,1,1,FALSE,8,3,2,0.76,25,0.44,FALSE,0.16,FALSE,4,11,2.2,"Aleandro Caetano",208,"304_Ricardo Sattelmayer_2020-03-01",512
"207",21,"UCC 1 - Merciless","win","Claudio Ledesma",3,"5:00","Decision (Unanimous)",2010-03-19,1,1,FALSE,3,4,3,0.8,5,0.4,FALSE,0,FALSE,0,2,2,"Jimmie Rivera",28,"21_Claudio Ledesma_2010-03-19","28_Jimmie Rivera_2010-03-19",28,"UCC 1 - Merciless","loss","Jimmie Rivera",3,"5:00","Decision (Unanimous)",2010-03-19,0,1,TRUE,2,1,1,1,1,1,TRUE,0,FALSE,0,1,1,"Claudio Ledesma",21,"28_Jimmie Rivera_2010-03-19",49
"208",21,"UFC Fight Night 77 - Belfort vs. Henderson 3","win","Pedro Munhoz",3,"5:00","Decision (Split)",2015-11-07,1,1,FALSE,3,17,16,0.944444444444444,18,0.333333333333333,TRUE,0,FALSE,0,6,6,"Jimmie Rivera",82,"21_Pedro Munhoz_2015-11-07","82_Jimmie Rivera_2015-11-07",82,"UFC Fight Night 77 - Belfort vs. Henderson 3","loss","Jimmie Rivera",3,"5:00","Decision (Split)",2015-11-07,0,0,FALSE,4,2,-1,0.846153846153846,13,0.615384615384615,FALSE,0.0769230769230769,TRUE,1,8,4,"Pedro Munhoz",21,"82_Jimmie Rivera_2015-11-07",103
"209",21,"UFC Fight Night 131 - Rivera vs. Moraes","loss","Marlon Moraes",1,"0:33","KO (Head Kick and Punches)",2018-06-01,0,1,TRUE,4,1,20,0.954545454545455,22,0.272727272727273,FALSE,0,FALSE,0,6,6,"Jimmie Rivera",78,"21_Marlon Moraes_2018-06-01","78_Jimmie Rivera_2018-06-01",78,"UFC Fight Night 131 - Rivera vs. Moraes","win","Jimmie Rivera",1,"0:33","KO (Head Kick and Punches)",2018-06-01,1,1,FALSE,9,3,2,0.769230769230769,26,0.538461538461538,TRUE,0.192307692307692,FALSE,5,14,2.33333333333333,"Marlon Moraes",21,"78_Jimmie Rivera_2018-06-01",99
"210",21,"UFC on ESPN 13 - Kattar vs. Ige","win","Cody Stamann",3,"5:00","Decision (Unanimous)",2020-07-15,1,0,TRUE,7,1,-2,0.846153846153846,26,0.230769230769231,FALSE,0.0384615384615385,FALSE,1,6,3,"Jimmie Rivera",3,"21_Cody Stamann_2020-07-15","3_Jimmie Rivera_2020-07-15",3,"UFC on ESPN 13 - Kattar vs. Ige","loss","Jimmie Rivera",3,"5:00","Decision (Unanimous)",2020-07-15,0,1,TRUE,8,1,1,0.863636363636364,22,0.363636363636364,FALSE,0.0909090909090909,FALSE,2,8,2.66666666666667,"Cody Stamann",21,"3_Jimmie Rivera_2020-07-15",24
"211",21,"UFC Fight Night 186 - Rozenstruik vs. Gane","loss","Pedro Munhoz",3,"5:00","Decision (Unanimous)",2021-02-27,0,1,TRUE,8,1,1,0.851851851851852,27,0.222222222222222,FALSE,0.037037037037037,FALSE,1,6,3,"Jimmie Rivera",82,"21_Pedro Munhoz_2021-02-27","82_Jimmie Rivera_2021-02-27",82,"UFC Fight Night 186 - Rozenstruik vs. Gane","win","Jimmie Rivera",3,"5:00","Decision (Unanimous)",2021-02-27,1,0,TRUE,9,1,-2,0.75,24,0.541666666666667,FALSE,0.0416666666666667,FALSE,1,13,6.5,"Pedro Munhoz",21,"82_Jimmie Rivera_2021-02-27",103
"212",212,"MCF 18 - Midwest Championship Fighting 18","win","Terrance McKinney",1,"0:57","Submission (Triangle Choke)",2019-10-19,1,0,TRUE,20,1,-1,0.6875,32,0.625,FALSE,0.28125,TRUE,9,20,2,"Darrick Minner",249,"212_Terrance McKinney_2019-10-19","249_Darrick Minner_2019-10-19",249,"MCF 18 - Midwest Championship Fighting 18","loss","Darrick Minner",1,"0:57","Submission (Triangle Choke)",2019-10-19,0,0,FALSE,4,2,-1,0.777777777777778,9,0.777777777777778,FALSE,0.222222222222222,TRUE,2,7,2.33333333333333,"Terrance McKinney",212,"249_Darrick Minner_2019-10-19",461
"213",214,"Shooto - The Rookie Tournament 2010 Final","win","Seiji Akao",2,"0:43","TKO (Punches)",2010-12-18,1,1,FALSE,1,3,2,1,2,0.5,TRUE,0,FALSE,0,1,1,"Kyoji Horiguchi",328,"214_Seiji Akao_2010-12-18","328_Kyoji Horiguchi_2010-12-18",328,"Shooto - The Rookie Tournament 2010 Final","loss","Kyoji Horiguchi",2,"0:43","TKO (Punches)",2010-12-18,0,1,TRUE,5,1,4,0.8,15,0.2,FALSE,0.2,FALSE,3,3,0.75,"Seiji Akao",214,"328_Kyoji Horiguchi_2010-12-18",542
"214",214,"UFC 166 - Velasquez vs. Dos Santos 3","win","Dustin Pague",2,"3:51","TKO (Punches)",2013-10-19,1,1,FALSE,3,6,5,0.916666666666667,12,0.666666666666667,TRUE,0,FALSE,0,8,8,"Kyoji Horiguchi",220,"214_Dustin Pague_2013-10-19","220_Kyoji Horiguchi_2013-10-19",220,"UFC 166 - Velasquez vs. Dos Santos 3","loss","Kyoji Horiguchi",2,"3:51","TKO (Punches)",2013-10-19,0,0,FALSE,7,4,-3,0.578947368421053,19,0.578947368421053,FALSE,0.210526315789474,FALSE,4,11,2.2,"Dustin Pague",214,"220_Kyoji Horiguchi_2013-10-19",434
"215",215,"Gladiator Challenge - American Dream","win","Miguelito Marti",1,"1:43","TKO (Punches)",2013-05-18,1,1,FALSE,1,4,3,1,3,1,TRUE,0,FALSE,0,3,3,"Henry Cejudo",239,"215_Miguelito Marti_2013-05-18","239_Henry Cejudo_2013-05-18",239,"Gladiator Challenge - American Dream","loss","Henry Cejudo",1,"1:43","TKO (Punches)",2013-05-18,0,0,FALSE,1,2,-1,0,1,0,FALSE,1,TRUE,1,0,0,"Miguelito Marti",215,"239_Henry Cejudo_2013-05-18",454
"216",215,"UFC on Fox 13 - Dos Santos vs. Miocic","win","Dustin Kimura",3,"5:00","Decision (Unanimous)",2014-12-13,1,1,FALSE,1,7,6,1,6,0.666666666666667,FALSE,0,FALSE,0,4,4,"Henry Cejudo",219,"215_Dustin Kimura_2014-12-13","219_Henry Cejudo_2014-12-13",219,"UFC on Fox 13 - Dos Santos vs. Miocic","loss","Henry Cejudo",3,"5:00","Decision (Unanimous)",2014-12-13,0,0,FALSE,4,2,-1,0.846153846153846,13,0.769230769230769,FALSE,0.0769230769230769,FALSE,1,10,5,"Dustin Kimura",215,"219_Henry Cejudo_2014-12-13",434
"217",215,"UFC 238 - Cejudo vs. Moraes","win","Marlon Moraes",3,"4:51","TKO (Punches)",2019-06-08,1,1,FALSE,3,5,4,0.875,16,0.375,TRUE,0.0625,FALSE,1,6,3,"Henry Cejudo",78,"215_Marlon Moraes_2019-06-08","78_Henry Cejudo_2019-06-08",78,"UFC 238 - Cejudo vs. Moraes","loss","Henry Cejudo",3,"4:51","TKO (Punches)",2019-06-08,0,1,TRUE,10,1,4,0.785714285714286,28,0.571428571428571,TRUE,0.178571428571429,FALSE,5,16,2.66666666666667,"Marlon Moraes",215,"78_Henry Cejudo_2019-06-08",293
"218",217,"EVO MMA - Evolution MMA","win","Alonzo Martinez",2,"2:08","Submission (Guillotine Choke)",2008-10-04,1,1,FALSE,4,3,2,0.714285714285714,14,0.428571428571429,TRUE,0.214285714285714,FALSE,3,6,1.5,"Yaotzin Meza",277,"217_Alonzo Martinez_2008-10-04","277_Yaotzin Meza_2008-10-04",277,"EVO MMA - Evolution MMA","loss","Yaotzin Meza",2,"2:08","Submission (Guillotine Choke)",2008-10-04,0,1,TRUE,17,1,2,0.666666666666667,33,0.606060606060606,TRUE,0.333333333333333,FALSE,11,20,1.66666666666667,"Alonzo Martinez",217,"277_Yaotzin Meza_2008-10-04",494
"219",217,"UFC on Fox 8 - Johnson vs. Moraga","win","John Albert",2,"2:49","Submission (Rear-Naked Choke)",2013-07-27,1,0,TRUE,10,1,-1,0.703703703703704,27,0.407407407407407,FALSE,0.222222222222222,TRUE,6,11,1.57142857142857,"Yaotzin Meza",375,"217_John Albert_2013-07-27","375_Yaotzin Meza_2013-07-27",375,"UFC on Fox 8 - Johnson vs. Moraga","loss","Yaotzin Meza",2,"2:49","Submission (Rear-Naked Choke)",2013-07-27,0,0,FALSE,4,4,-3,0.6,10,0.6,FALSE,0.4,TRUE,4,6,1.2,"John Albert",217,"375_Yaotzin Meza_2013-07-27",592
"220",217,"UFC Fight Night 64 - Gonzaga vs. Cro Cop 2","win","Damian Stasiak",3,"5:00","Decision (Unanimous)",2015-04-11,1,0,TRUE,12,1,-2,0.666666666666667,30,0.4,FALSE,0.233333333333333,FALSE,7,12,1.5,"Yaotzin Meza",9,"217_Damian Stasiak_2015-04-11","9_Yaotzin Meza_2015-04-11",9,"UFC Fight Night 64 - Gonzaga vs. Cro Cop 2","loss","Yaotzin Meza",3,"5:00","Decision (Unanimous)",2015-04-11,0,1,TRUE,4,1,5,0.8,10,0.6,TRUE,0,FALSE,0,6,6,"Damian Stasiak",217,"9_Yaotzin Meza_2015-04-11",226
"221",217,"UFC Fight Night 71 - Mir vs. Duffee","loss","Sam Sicilia",3,"5:00","Decision (Unanimous)",2015-07-15,0,1,TRUE,13,1,1,0.67741935483871,31,0.387096774193548,FALSE,0.225806451612903,FALSE,7,12,1.5,"Yaotzin Meza",279,"217_Sam Sicilia_2015-07-15","279_Yaotzin Meza_2015-07-15",279,"UFC Fight Night 71 - Mir vs. Duffee","win","Yaotzin Meza",3,"5:00","Decision (Unanimous)",2015-07-15,1,1,FALSE,9,2,1,0.736842105263158,19,0.631578947368421,TRUE,0.210526315789474,FALSE,4,12,2.4,"Sam Sicilia",217,"279_Yaotzin Meza_2015-07-15",496
"222",217,"Combate Americas - Alday vs. Lopez","win","Gilberto Aguilar",1,"3:58","Submission (Rear-Naked Choke)",2018-09-14,1,0,TRUE,14,1,-2,0.636363636363636,33,0.363636363636364,FALSE,0.212121212121212,FALSE,7,12,1.5,"Yaotzin Meza",299,"217_Gilberto Aguilar_2018-09-14","299_Yaotzin Meza_2018-09-14",299,"Combate Americas - Alday vs. Lopez","loss","Yaotzin Meza",1,"3:58","Submission (Rear-Naked Choke)",2018-09-14,0,0,FALSE,15,5,-4,0.451612903225806,31,0.387096774193548,FALSE,0.225806451612903,TRUE,7,12,1.5,"Gilberto Aguilar",217,"299_Yaotzin Meza_2018-09-14",516
"223",219,"UFC - The Ultimate Fighter Nations Finale","loss","George Roop",3,"5:00","Decision (Unanimous)",2014-04-16,0,1,TRUE,4,1,1,0.916666666666667,12,0.833333333333333,TRUE,0.0833333333333333,FALSE,1,10,5,"Dustin Kimura",86,"219_George Roop_2014-04-16","86_Dustin Kimura_2014-04-16",86,"UFC - The Ultimate Fighter Nations Finale","win","Dustin Kimura",3,"5:00","Decision (Unanimous)",2014-04-16,1,0,TRUE,17,1,-1,0.56,25,0.32,FALSE,0.32,TRUE,8,8,0.888888888888889,"George Roop",219,"86_Dustin Kimura_2014-04-16",305
"224",22,"Southside Boxing - War on the Valley Isle 3","loss","Dex Montenegro",1,"3:01","DQ (Illegal Kick)",2014-11-08,0,0,FALSE,11,2,-1,0.380952380952381,21,0.285714285714286,FALSE,0.0952380952380952,FALSE,2,6,2,"Tyler Kahihikolo",293,"22_Dex Montenegro_2014-11-08","293_Tyler Kahihikolo_2014-11-08",293,"Southside Boxing - War on the Valley Isle 3","win","Tyler Kahihikolo",1,"3:01","DQ (Illegal Kick)",2014-11-08,1,1,FALSE,3,4,3,0.833333333333333,6,0.666666666666667,TRUE,0.166666666666667,FALSE,1,4,2,"Dex Montenegro",22,"293_Tyler Kahihikolo_2014-11-08",315
"225",220,"UFC - The Ultimate Fighter 14 Finale","loss","John Albert",1,"1:09","TKO (Punches)",2011-12-03,0,1,TRUE,5,1,5,0.714285714285714,14,0.714285714285714,TRUE,0.214285714285714,FALSE,3,10,2.5,"Dustin Pague",375,"220_John Albert_2011-12-03","375_Dustin Pague_2011-12-03",375,"UFC - The Ultimate Fighter 14 Finale","win","Dustin Pague",1,"1:09","TKO (Punches)",2011-12-03,1,0,TRUE,3,1,-1,0.833333333333333,6,0.833333333333333,FALSE,0.166666666666667,TRUE,1,5,2.5,"John Albert",220,"375_Dustin Pague_2011-12-03",595
"226",221,"UFC Fight Night 35 - Rockhold vs. Philippou","loss","Louis Smolka",3,"5:00","Decision (Unanimous)",2014-01-15,0,1,TRUE,4,1,4,0.9,10,0.3,FALSE,0,FALSE,0,3,3,"Alptekin Ozkilic",62,"221_Louis Smolka_2014-01-15","62_Alptekin Ozkilic_2014-01-15",62,"UFC Fight Night 35 - Rockhold vs. Philippou","win","Alptekin Ozkilic",3,"5:00","Decision (Unanimous)",2014-01-15,1,1,FALSE,1,7,6,1,6,1,TRUE,0,FALSE,0,6,6,"Louis Smolka",221,"62_Alptekin Ozkilic_2014-01-15",283
"227",223,"MT 4 - Madtown Throwdown 4","loss","Jameel Massouh",0,"N/A","Submission (Triangle Choke)",2005-07-09,0,1,TRUE,2,1,1,1,1,1,TRUE,0,FALSE,0,1,1,"Eugene Crisler",226,"223_Jameel Massouh_2005-07-09","226_Eugene Crisler_2005-07-09",226,"MT 4 - Madtown Throwdown 4","win","Eugene Crisler",0,"N/A","Submission (Triangle Choke)",2005-07-09,1,1,FALSE,1,4,3,1,3,1,TRUE,0,FALSE,0,3,3,"Jameel Massouh",223,"226_Eugene Crisler_2005-07-09",449
"228",223,"FCC 35 - Freestyle Combat Challenge 35","win","Marco Daniels",1,"2:30","Submission (Armbar)",2008-05-03,1,0,TRUE,5,1,-3,0.25,8,0.25,FALSE,0.625,FALSE,5,2,0.333333333333333,"Eugene Crisler",229,"223_Marco Daniels_2008-05-03","229_Eugene Crisler_2008-05-03",229,"FCC 35 - Freestyle Combat Challenge 35","loss","Eugene Crisler",1,"2:30","Submission (Armbar)",2008-05-03,0,0,FALSE,3,5,-4,0.166666666666667,6,0.166666666666667,FALSE,0.666666666666667,TRUE,4,1,0.2,"Marco Daniels",223,"229_Eugene Crisler_2008-05-03",452
"229",223,"MT 16 - Madtown Throwdown 16","loss","Seth Marquez",3,"0:00","Submission (Rear Naked Choke)",2008-07-25,0,1,TRUE,6,1,1,0.333333333333333,9,0.333333333333333,TRUE,0.555555555555556,FALSE,5,3,0.5,"Eugene Crisler",230,"223_Seth Marquez_2008-07-25","230_Eugene Crisler_2008-07-25",230,"MT 16 - Madtown Throwdown 16","win","Eugene Crisler",3,"0:00","Submission (Rear Naked Choke)",2008-07-25,1,0,TRUE,3,1,-2,0.333333333333333,3,0.333333333333333,FALSE,0.333333333333333,TRUE,1,1,0.5,"Seth Marquez",223,"230_Eugene Crisler_2008-07-25",453
"230",226,"EVO MMA - Evolution MMA","win","Ryan Healy",3,"5:00","Decision (Unanimous)",2008-10-04,1,1,FALSE,9,2,1,0.80952380952381,21,0.666666666666667,TRUE,0.142857142857143,FALSE,3,14,3.5,"Jameel Massouh",283,"226_Ryan Healy_2008-10-04","283_Jameel Massouh_2008-10-04",283,"EVO MMA - Evolution MMA","loss","Jameel Massouh",3,"5:00","Decision (Unanimous)",2008-10-04,0,0,FALSE,8,3,-2,0.7,20,0.65,FALSE,0.15,FALSE,3,13,3.25,"Ryan Healy",226,"283_Jameel Massouh_2008-10-04",509
"231",226,"WEC 40 - Torres vs. Mizugaki","loss","Raphael Assuncao",3,"5:00","Decision (Unanimous)",2009-04-05,0,1,TRUE,10,1,5,0.84,25,0.68,TRUE,0.12,FALSE,3,17,4.25,"Jameel Massouh",80,"226_Raphael Assuncao_2009-04-05","80_Jameel Massouh_2009-04-05",80,"WEC 40 - Torres vs. Mizugaki","win","Jameel Massouh",3,"5:00","Decision (Unanimous)",2009-04-05,1,1,FALSE,3,5,4,0.928571428571429,14,0.785714285714286,TRUE,0,FALSE,0,11,11,"Raphael Assuncao",226,"80_Jameel Massouh_2009-04-05",306
"232",228,"KOTC - Outkasts","loss","Charon Spain",1,"1:39","Submission (Kimura)",2011-04-09,0,0,FALSE,5,2,-1,0.6,10,0.6,FALSE,0.4,TRUE,4,6,1.2,"Ken Sitsler",373,"228_Charon Spain_2011-04-09","373_Ken Sitsler_2011-04-09",373,"KOTC - Outkasts","win","Ken Sitsler",1,"1:39","Submission (Kimura)",2011-04-09,1,1,FALSE,8,2,1,0.5,12,0.5,TRUE,0.5,FALSE,6,6,0.857142857142857,"Charon Spain",228,"373_Ken Sitsler_2011-04-09",601
"233",230,"Conflict MMA 21 - Havoc at the Civic Center 4","loss","Geane Herrera",1,"2:13","Submission (Triangle Choke)",2014-10-11,0,1,TRUE,10,1,2,0.4,20,0.2,FALSE,0.3,FALSE,6,4,0.571428571428571,"Seth Marquez",64,"230_Geane Herrera_2014-10-11","64_Seth Marquez_2014-10-11",64,"Conflict MMA 21 - Havoc at the Civic Center 4","win","Seth Marquez",1,"2:13","Submission (Triangle Choke)",2014-10-11,1,1,FALSE,1,7,6,1,6,0.666666666666667,TRUE,0,FALSE,0,4,4,"Geane Herrera",230,"64_Seth Marquez_2014-10-11",294
"234",233,"Golden Fist Promotions - Golden Fist 8","win","Vladimir Egoyan",3,"5:00","Decision (Unanimous)",2011-12-15,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1,"Bekbulat Magomedov",47,"233_Vladimir Egoyan_2011-12-15","47_Bekbulat Magomedov_2011-12-15",47,"Golden Fist Promotions - Golden Fist 8","loss","Bekbulat Magomedov",3,"5:00","Decision (Unanimous)",2011-12-15,0,1,TRUE,4,1,4,0.875,8,0.375,TRUE,0,FALSE,0,3,3,"Vladimir Egoyan",233,"47_Bekbulat Magomedov_2011-12-15",280
"235",233,"OC - Oplot Challenge 68","win","Gabriel Solorio",1,"2:24","Submission (Triangle Choke)",2013-06-21,1,1,FALSE,1,10,9,1,9,0.777777777777778,TRUE,0,FALSE,0,7,7,"Bekbulat Magomedov",276,"233_Gabriel Solorio_2013-06-21","276_Bekbulat Magomedov_2013-06-21",276,"OC - Oplot Challenge 68","loss","Bekbulat Magomedov",1,"2:24","Submission (Triangle Choke)",2013-06-21,0,1,TRUE,7,1,3,0.615384615384615,13,0.307692307692308,TRUE,0.384615384615385,FALSE,5,4,0.666666666666667,"Gabriel Solorio",233,"276_Bekbulat Magomedov_2013-06-21",509
"236",235,"Absolute Championship Berkut - Grand Prix Berkut 9","win","Said Nurmagomedov",3,"5:00","Decision (Unanimous)",2014-06-22,1,1,FALSE,1,7,6,1,6,0.666666666666667,TRUE,0,FALSE,0,4,4,"Magomed Bibulatov",308,"235_Said Nurmagomedov_2014-06-22","308_Magomed Bibulatov_2014-06-22",308,"Absolute Championship Berkut - Grand Prix Berkut 9","loss","Magomed Bibulatov",3,"5:00","Decision (Unanimous)",2014-06-22,0,1,TRUE,2,1,6,1,6,0.666666666666667,TRUE,0,FALSE,0,4,4,"Said Nurmagomedov",235,"308_Magomed Bibulatov_2014-06-22",543
"237",237,"DH - Dragon House 12","loss","Alvin Cacdac",5,"5:00","Decision (Unanimous)",2012-11-11,0,1,TRUE,6,1,1,0.7,10,0.5,TRUE,0.2,FALSE,2,5,1.66666666666667,"Taylor McCorriston",341,"237_Alvin Cacdac_2012-11-11","341_Taylor McCorriston_2012-11-11",341,"DH - Dragon House 12","win","Taylor McCorriston",5,"5:00","Decision (Unanimous)",2012-11-11,1,1,FALSE,12,2,1,0.55,20,0.5,TRUE,0.4,FALSE,8,10,1.11111111111111,"Alvin Cacdac",237,"341_Taylor McCorriston_2012-11-11",578
"238",237,"DH - Dragon House 14","loss","Alvin Cacdac",2,"3:19","KO (Punch)",2013-08-24,0,0,FALSE,8,2,-1,0.615384615384615,13,0.461538461538462,FALSE,0.230769230769231,TRUE,3,6,1.5,"Taylor McCorriston",341,"237_Alvin Cacdac_2013-08-24","341_Taylor McCorriston_2013-08-24",341,"DH - Dragon House 14","win","Taylor McCorriston",2,"3:19","KO (Punch)",2013-08-24,1,0,TRUE,14,1,-1,0.545454545454545,22,0.454545454545455,FALSE,0.409090909090909,TRUE,9,10,1,"Alvin Cacdac",237,"341_Taylor McCorriston_2013-08-24",578
"239",244,"KOTC - Conquistadors","loss","Reuben Duran",3,"5:00","Decision (Unanimous)",2017-12-03,0,1,TRUE,8,1,2,0.428571428571429,14,0.142857142857143,FALSE,0.428571428571429,FALSE,6,2,0.285714285714286,"Fard Muhammad",295,"244_Reuben Duran_2017-12-03","295_Fard Muhammad_2017-12-03",295,"KOTC - Conquistadors","win","Fard Muhammad",3,"5:00","Decision (Unanimous)",2017-12-03,1,0,TRUE,10,1,-2,0.578947368421053,19,0.421052631578947,FALSE,0.210526315789474,TRUE,4,8,1.6,"Reuben Duran",244,"295_Fard Muhammad_2017-12-03",539
"240",246,"CageSport MMA - CageSport 59","loss","Charon Spain",1,"3:59","Submission (Rear-Naked Choke)",2019-10-05,0,1,TRUE,4,1,1,0.75,4,0.75,TRUE,0.25,FALSE,1,3,1.5,"Quinten Wyland",373,"246_Charon Spain_2019-10-05","373_Quinten Wyland_2019-10-05",373,"CageSport MMA - CageSport 59","win","Quinten Wyland",1,"3:59","Submission (Rear-Naked Choke)",2019-10-05,1,0,TRUE,24,1,-4,0.326530612244898,49,0.326530612244898,FALSE,0.571428571428571,TRUE,28,16,0.551724137931034,"Charon Spain",246,"373_Quinten Wyland_2019-10-05",619
"241",247,"CS - CageSport 14","loss","Julian Erosa",2,"1:23","Submission (Brabo Choke)",2011-04-23,0,0,FALSE,1,2,-1,0,1,0,FALSE,1,TRUE,1,0,0,"Ryan Mulvihill",369,"247_Julian Erosa_2011-04-23","369_Ryan Mulvihill_2011-04-23",369,"CS - CageSport 14","win","Ryan Mulvihill",2,"1:23","Submission (Brabo Choke)",2011-04-23,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2,"Julian Erosa",247,"369_Ryan Mulvihill_2011-04-23",616
"242",247,"CS - Cagesport 18","win","Chanti Johnson",2,"2:50","Submission (Triangle Choke)",2012-02-25,1,1,FALSE,2,5,4,0.666666666666667,6,0.5,FALSE,0.333333333333333,FALSE,2,3,1,"Ryan Mulvihill",268,"247_Chanti Johnson_2012-02-25","268_Ryan Mulvihill_2012-02-25",268,"CS - Cagesport 18","loss","Ryan Mulvihill",2,"2:50","Submission (Triangle Choke)",2012-02-25,0,0,FALSE,4,3,-2,0.636363636363636,11,0.636363636363636,FALSE,0.181818181818182,FALSE,2,7,2.33333333333333,"Chanti Johnson",247,"268_Ryan Mulvihill_2012-02-25",515
"243",247,"CS - CageSport 19","loss","Julian Erosa",4,"1:48","Submission (Armbar)",2012-04-28,0,1,TRUE,3,1,5,0.714285714285714,7,0.571428571428571,TRUE,0.285714285714286,FALSE,2,4,1.33333333333333,"Ryan Mulvihill",369,"247_Julian Erosa_2012-04-28","369_Ryan Mulvihill_2012-04-28",369,"CS - CageSport 19","win","Ryan Mulvihill",4,"1:48","Submission (Armbar)",2012-04-28,1,1,FALSE,1,8,7,1,7,0.857142857142857,TRUE,0,FALSE,0,6,6,"Julian Erosa",247,"369_Ryan Mulvihill_2012-04-28",616
"244",247,"CS - CageSport 21","win","Jacob Boysen",3,"1:46","Submission (Guillotine Choke)",2012-09-29,1,0,TRUE,4,1,-1,0.625,8,0.5,FALSE,0.375,TRUE,3,4,1,"Ryan Mulvihill",275,"247_Jacob Boysen_2012-09-29","275_Ryan Mulvihill_2012-09-29",275,"CS - CageSport 21","loss","Ryan Mulvihill",3,"1:46","Submission (Guillotine Choke)",2012-09-29,0,1,TRUE,2,1,2,1,2,0,FALSE,0,FALSE,0,0,0,"Jacob Boysen",247,"275_Ryan Mulvihill_2012-09-29",522
"245",247,"ICF - Intense Championship Fighting 12","win","Frank Ramsey",1,"3:20","Submission (Guillotine Choke)",2014-04-12,1,1,FALSE,4,6,5,0.769230769230769,13,0.538461538461538,FALSE,0.230769230769231,FALSE,3,7,1.75,"Ryan Mulvihill",265,"247_Frank Ramsey_2014-04-12","265_Ryan Mulvihill_2014-04-12",265,"ICF - Intense Championship Fighting 12","loss","Ryan Mulvihill",1,"3:20","Submission (Guillotine Choke)",2014-04-12,0,1,TRUE,4,1,7,0.9,10,0.6,TRUE,0.1,FALSE,1,6,3,"Frank Ramsey",247,"265_Ryan Mulvihill_2014-04-12",512
"246",247,"KOTC - Seek and Destroy","loss","Julian Erosa",2,"4:19","Submission (Triangle Choke)",2014-05-22,0,1,TRUE,5,1,6,0.785714285714286,14,0.571428571428571,TRUE,0.214285714285714,FALSE,3,8,2,"Ryan Mulvihill",369,"247_Julian Erosa_2014-05-22","369_Ryan Mulvihill_2014-05-22",369,"KOTC - Seek and Destroy","win","Ryan Mulvihill",2,"4:19","Submission (Triangle Choke)",2014-05-22,1,1,FALSE,5,2,1,0.846153846153846,13,0.769230769230769,TRUE,0,FALSE,0,10,10,"Julian Erosa",247,"369_Ryan Mulvihill_2014-05-22",616
