"","rowid","Event","Result","Fighter","Round","Time","Method","DateEvent","Outcome","PreviousOutcome","start","streak_id","streak","StreakLength","WinRatio","CountFights","FinishRatio","FinishPrevious","FinishedRatio","FinishedPrevious","FinishedCount","FinishCount","DamageDiff"
"5963","70","Triple A MMA 5 - Redemption At The Rock","loss","Gabriel Benitez",3,"5:00","Decision (Unanimous)",2014-03-29,0,0,FALSE,7,3,-2,0.705882352941177,17,0.588235294117647,FALSE,0.176470588235294,TRUE,3,10,2.5
"5964","70","Triple A MMA 11 - Destiny","win","Brian Castillo",1,"3:56","Submission (Rear-Naked Choke)",2014-12-06,1,0,TRUE,8,1,-3,0.666666666666667,18,0.555555555555556,FALSE,0.166666666666667,FALSE,3,10,2.5
"5965","70","JMMAS - Jackson's MMA Series 20","win","Josh Wick",3,"5:00","Decision (Unanimous)",2016-12-03,1,1,FALSE,8,2,1,0.684210526315789,19,0.578947368421053,TRUE,0.157894736842105,FALSE,3,11,2.75
"5966","71","KOTC - World Championships","loss","Ray Borg",1,"1:59","TKO (Punches)",2013-05-25,0,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"5967","71","RITC  - Rage in the Cage 167","loss","Jesus Rivas",2,"2:29","TKO (Punches)",2013-08-10,0,0,FALSE,1,2,-1,0,1,0,FALSE,1,TRUE,1,0,0
"5968","71","KOTC - Boiling Point","draw","Grant Hobbs",3,"5:00","DrawN/A)",2013-09-28,0,0,FALSE,1,3,-2,0,2,0,FALSE,1,TRUE,2,0,0
"5969","72","MEZ Sports - Pandemonium 2","win","Muammar Salamae",1,"1:20","Submission (Rear-Naked Choke)",2010-09-11,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"5970","72","LBFN 10 - Long Beach Fight Night 10","loss","Nolan Ticman",1,"0:51","KO (Punch)",2010-10-17,0,1,TRUE,2,1,1,1,1,1,TRUE,0,FALSE,0,1,1
"5971","72","LOTC - Lords of the Cage","win","Christian Ortiz",1,"0:46","TKO (Punches)",2010-11-19,1,0,TRUE,3,1,-1,0.5,2,0.5,FALSE,0.5,TRUE,1,1,0.5
"5972","72","MEZ Sports - Pandemonium 4","win","Vincent Martinez",1,"1:45","Submission (Armbar)",2011-02-25,1,1,FALSE,3,2,1,0.666666666666667,3,0.666666666666667,TRUE,0.333333333333333,FALSE,1,2,1
"5973","72","National Fight Alliance - Valley Invasion 1","loss","Keenan Lewis",3,"3:00","Decision (Unanimous)",2011-10-29,0,1,TRUE,4,1,2,0.75,4,0.75,TRUE,0.25,FALSE,1,3,1.5
"5974","72","KOTC - Regulators","loss","Ray Borg",1,"4:03","Submission (Rear-Naked Choke)",2013-01-19,0,0,FALSE,4,2,-1,0.6,5,0.6,FALSE,0.2,FALSE,1,3,1.5
"5975","72","MEZ Sports - Pandemonium 8","loss","Alex Perez",3,"5:00","Decision (Unanimous)",2013-03-23,0,0,FALSE,4,3,-2,0.5,6,0.5,FALSE,0.333333333333333,TRUE,2,3,1
"5976","72","Gladiator Challenge - Cinco de Mayhem","win","Adam Morgan",1,"0:30","Submission (Guillotine Choke)",2013-05-04,1,0,TRUE,5,1,-3,0.428571428571429,7,0.428571428571429,FALSE,0.285714285714286,FALSE,2,3,1
"5977","72","Gladiator Challenge - Summer Heat","win","Justin Santistevan",3,"2:00","Decision (Unanimous)",2013-06-30,1,1,FALSE,5,2,1,0.5,8,0.5,TRUE,0.25,FALSE,2,4,1.33333333333333
"5978","72","KOTC - Firefight","loss","Cristian Garcia",3,"5:00","Decision (Unanimous)",2016-06-04,0,1,TRUE,6,1,2,0.555555555555556,9,0.444444444444444,FALSE,0.222222222222222,FALSE,2,4,1.33333333333333
"5979","72","Gladiator Challenge - Unleashed","win","Alfredo Perez",1,"2:12","Submission (Rear-Naked Choke)",2016-09-24,1,0,TRUE,7,1,-1,0.5,10,0.4,FALSE,0.2,FALSE,2,4,1.33333333333333
"5980","73","QLCF - Bully Bash and Brawl","win","John Trujillo",1,"2:22","TKO (Punches)",2009-04-10,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"5981","73","Powerhouse Combat Sports - Predators","loss","Ramiro    Hernandez",1,"0:00","Submission (Rear-Naked Choke)",2009-09-04,0,1,TRUE,2,1,1,1,1,1,TRUE,0,FALSE,0,1,1
"5982","73","KOTC - Confrontation","loss","Nate Vorel",1,"4:42","Submission (Head & Arm Choke)",2011-01-15,0,0,FALSE,2,2,-1,0.5,2,0.5,FALSE,0.5,TRUE,1,1,0.5
"5983","73","KOTC - Rising Sun","win","Nathaniel Baker",2,"3:33","TKO (Punches)",2011-09-10,1,0,TRUE,3,1,-2,0.333333333333333,3,0.333333333333333,FALSE,0.666666666666667,TRUE,2,1,0.333333333333333
"5984","73","CFL - Mayhem 2","loss","Ryan Axtell",1,"1:02","SubmissionTim Mills)",2012-02-18,0,1,TRUE,4,1,1,0.5,4,0.5,TRUE,0.5,FALSE,2,2,0.666666666666667
"5985","73","KOTC - Wrangler","win","Grant Hobbs",1,"1:20","KO (Punch)",2012-07-07,1,0,TRUE,5,1,-1,0.4,5,0.4,FALSE,0.6,TRUE,3,2,0.5
"5986","73","KOTC - Ignite","loss","Ray Borg",1,"3:01","Submission (Rear-Naked Choke)",2012-08-11,0,1,TRUE,6,1,1,0.5,6,0.5,TRUE,0.5,FALSE,3,3,0.75
"5987","73","JMMAS - Jackson's MMA Series 9","loss","Nicholas Gonzalez",1,"1:49","Submission (Armbar)",2012-09-08,0,0,FALSE,6,2,-1,0.428571428571429,7,0.428571428571429,FALSE,0.571428571428571,TRUE,4,3,0.6
"5988","73","WFF 10 - Cejudo vs. Session","loss","Matt Betzold",1,"0:53","Submission (Guillotine Choke)",2013-04-19,0,0,FALSE,6,3,-2,0.375,8,0.375,FALSE,0.625,TRUE,5,3,0.5
"5989","73","LFC 30 - Legacy Fighting Championship 30","win","Mikey Lovato",3,"5:00","Decision (Unanimous)",2014-04-04,1,0,TRUE,7,1,-3,0.333333333333333,9,0.333333333333333,FALSE,0.666666666666667,TRUE,6,3,0.428571428571429
"5990","73","KOTC - Onslaught","loss","Jesus Urbina",1,"4:25","Submission (Rear-Naked Choke)",2015-04-11,0,1,TRUE,8,1,1,0.4,10,0.3,FALSE,0.6,FALSE,6,3,0.428571428571429
"5991","73","KOTC - El Diablo","loss","Kevin Wirth",3,"5:00","Decision (Unanimous)",2017-09-16,0,0,FALSE,8,2,-1,0.363636363636364,11,0.272727272727273,FALSE,0.636363636363636,TRUE,7,3,0.375
"5992","73","SCL 62 - Unbroken","win","Joe Guerrero",1,"3:39","Submission (Armbar)",2017-10-14,1,0,TRUE,9,1,-2,0.333333333333333,12,0.25,FALSE,0.583333333333333,FALSE,7,3,0.375
"5993","73","Fresquez Productions - Jackson-Wink Fight Night 3","loss","Pengshuai Liu",1,"2:15","SubmissionN/A)",2018-06-02,0,1,TRUE,10,1,1,0.384615384615385,13,0.307692307692308,TRUE,0.538461538461538,FALSE,7,4,0.5
"5994","73","KOTC - Starbound 2","loss","Joshua Montoya",1,"2:38","Submission (Rear-Naked Choke)",2018-12-02,0,0,FALSE,10,2,-1,0.357142857142857,14,0.285714285714286,FALSE,0.571428571428571,TRUE,8,4,0.444444444444444
"5995","73","JMMAS - Jackson's MMA Series 27 - Rivera vs. Perez","loss","Jerome Rivera",1,"1:07","Submission (Armbar)",2019-02-23,0,0,FALSE,10,3,-2,0.333333333333333,15,0.266666666666667,FALSE,0.6,TRUE,9,4,0.4
"5996","73","SCL - BK MMA","loss","Michael Santos",3,"5:00","Decision (Unanimous)",2020-08-15,0,0,FALSE,10,4,-3,0.3125,16,0.25,FALSE,0.625,TRUE,10,4,0.363636363636364
"5997","74","KOTC - Future Legends 6","loss","Ray Borg",1,"1:44","Submission (Guillotine Choke)",2012-05-19,0,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"5998","74","KOTC - Future Legends 12","win","Abraham Coronel",1,"1:50","Submission (Rear-Naked Choke)",2013-01-05,1,0,TRUE,2,1,-1,0,1,0,FALSE,1,TRUE,1,0,0
"5999","75","FCF - Freestyle Cage Fighting 48","win","Heron Saucedo Jr.",2,"1:18","Submission (Punches)",2011-07-23,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"6000","75","AMMA - Adorable MMA","win","William Stimmel",3,"3:00","Decision (Unanimous)",2011-07-30,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"6001","75","SCS 7 - Sugar Creek Showdown 7","loss","George Palmer",1,"0:08","KO (Punch)",2011-09-10,0,1,TRUE,2,1,2,1,2,0.5,FALSE,0,FALSE,0,1,1
"6002","75","KOTC - Breakthrough","loss","Ray Borg",1,"0:54","Submission (Rear-Naked Choke)",2012-03-10,0,0,FALSE,2,2,-1,0.666666666666667,3,0.333333333333333,FALSE,0.333333333333333,TRUE,1,1,0.5
"6003","75","No Mercy Combat - Muskogee 1","loss","William Stimmel",3,"1:29","Submission N/A)",2012-03-24,0,0,FALSE,2,3,-2,0.5,4,0.25,FALSE,0.5,TRUE,2,1,0.333333333333333
"6004","76","KOTC - High Performance","loss","Ray Borg",1,"0:40","Submission (Rear-Naked Choke)",2011-11-19,0,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"6005","77","GCS 1 - The Commencement","win","Eloy Martinez",2,"1:47","Submission (Armbar)",2014-10-25,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"6006","77","GCS 2 - Battle of the Big Country","loss","Tyler Pacheco",2,"2:29","Submission (Rear-Naked Choke)",2015-02-21,0,1,TRUE,2,1,1,1,1,1,TRUE,0,FALSE,0,1,1
"6007","78","Desafio - Brazil Fight Center 2","win","Bruno Santana",1,"0:00","SubmissionN/A)",2007-04-14,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"6008","78","MMASC - MMA Sports Combat 2","win","Jose Lucas Fabiano de Melo",1,"0:00","TKON/A)",2008-03-15,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"6009","78","Shooto Brazil - Shooto Brazil 6","loss","Alexandre Pinheiro",1,"2:58","TKO (Punches)",2008-04-19,0,1,TRUE,2,1,2,1,2,1,TRUE,0,FALSE,0,2,2
"6010","78","Shooto Brazil - Shooto Brazil 7","loss","Zeilton Rodrigues",2,"1:45","TKO (Punches)",2008-06-28,0,0,FALSE,2,2,-1,0.666666666666667,3,0.666666666666667,FALSE,0.333333333333333,TRUE,1,2,1
"6011","78","Shooto Brazil - Shooto Brazil 10","win","Andre Rouberte",1,"3:35","TKO (Punches)",2009-01-17,1,0,TRUE,3,1,-2,0.5,4,0.5,FALSE,0.5,TRUE,2,2,0.666666666666667
"6012","78","DC - Dojo Combat 1","draw","Sandro Gemaque de Souza",3,"5:00","DrawN/A)",2010-04-17,0,1,TRUE,4,1,1,0.6,5,0.6,TRUE,0.4,FALSE,2,3,1
"6013","78","S&S - Shoot & Sprawl 2","win","Nicolas Joannes",1,"3:49","Submission (Rear-Naked Choke)",2010-10-02,1,0,TRUE,5,1,-1,0.5,6,0.5,FALSE,0.5,TRUE,3,3,0.75
"6014","78","RMMA 20 - Clash at the Casino","win","Ryan Bixler",1,"1:44","Submission (Keylock)",2011-04-08,1,1,FALSE,5,2,1,0.571428571428571,7,0.571428571428571,TRUE,0.428571428571429,FALSE,3,4,1
"6015","78","WEF - World Extreme Fighting 46","loss","Ralph Acosta",2,"3:03","Submission (Rear-Naked Choke)",2011-04-22,0,1,TRUE,6,1,2,0.625,8,0.625,TRUE,0.375,FALSE,3,5,1.25
"6016","78","ROC 38 - Ring of Combat 38","loss","Deividas Taurosevicius",1,"2:34","Submission (Arm-Triangle Choke)",2011-11-18,0,0,FALSE,6,2,-1,0.555555555555556,9,0.555555555555556,FALSE,0.444444444444444,TRUE,4,5,1
"6017","78","XFC 15 - Tribute","win","Chris Manuel",3,"5:00","Decision (Unanimous)",2011-12-02,1,0,TRUE,7,1,-2,0.5,10,0.5,FALSE,0.5,TRUE,5,5,0.833333333333333
"6018","78","XFC 17 - Apocalypse","win","Jarrod Card",1,"0:47","KO (Punch)",2012-04-13,1,1,FALSE,7,2,1,0.545454545454545,11,0.454545454545455,FALSE,0.454545454545455,FALSE,5,5,0.833333333333333
"6019","78","WSOF 1 - Arlovski vs. Cole","win","Miguel Torres",3,"5:00","Decision (Split)",2012-11-03,1,1,FALSE,7,3,2,0.583333333333333,12,0.5,TRUE,0.416666666666667,FALSE,5,6,1
"6020","78","WSOF 2 - Arlovski vs. Johnson","win","Tyson Nam",1,"2:55","KO (Head Kick and Punches)",2013-03-23,1,1,FALSE,7,4,3,0.615384615384615,13,0.461538461538462,FALSE,0.384615384615385,FALSE,5,6,1
"6021","78","WSOF 4 - Spong vs. DeAnda","win","Brandon Hempleman",3,"5:00","Decision (Unanimous)",2013-08-10,1,1,FALSE,7,5,4,0.642857142857143,14,0.5,TRUE,0.357142857142857,FALSE,5,7,1.16666666666667
"6022","78","WSOF 6 - Burkman vs. Carl","win","Carson Beebe",1,"0:32","KO (Punches)",2013-10-26,1,1,FALSE,7,6,5,0.666666666666667,15,0.466666666666667,FALSE,0.333333333333333,FALSE,5,7,1.16666666666667
"6023","78","WSOF 9 - Carl vs. Palhares","win","Josh Rettinghouse",5,"5:00","Decision (Unanimous)",2014-03-29,1,1,FALSE,7,7,6,0.6875,16,0.5,TRUE,0.3125,FALSE,5,8,1.33333333333333
"6024","78","WSOF 13 - Moraes vs. Bollinger","win","Cody Bollinger",2,"1:35","Submission (Rear-Naked Choke)",2014-09-13,1,1,FALSE,7,8,7,0.705882352941177,17,0.470588235294118,FALSE,0.294117647058824,FALSE,5,8,1.33333333333333
"6025","78","WSOF 18 - Moraes vs. Hill","win","Josh Hill",5,"5:00","Decision (Unanimous)",2015-02-12,1,1,FALSE,7,9,8,0.722222222222222,18,0.5,TRUE,0.277777777777778,FALSE,5,9,1.5
"6026","78","WSOF 22 - Palhares vs. Shields","win","Sheymon Moraes",3,"3:46","Submission (Rear-Naked Choke)",2015-08-01,1,1,FALSE,7,10,9,0.736842105263158,19,0.473684210526316,FALSE,0.263157894736842,FALSE,5,9,1.5
"6027","78","WSOF 28 - Moraes vs. Barajas","win","Joseph Barajas",1,"1:13","TKO (Leg Kicks)",2016-02-20,1,1,FALSE,7,11,10,0.75,20,0.5,TRUE,0.25,FALSE,5,10,1.66666666666667
"6028","78","WSOF 32 - Moraes vs. Hill 2","win","Josh Hill",2,"0:38","KO (Head Kick and Punches)",2016-07-30,1,1,FALSE,7,12,11,0.761904761904762,21,0.523809523809524,TRUE,0.238095238095238,FALSE,5,11,1.83333333333333
"6029","78","WSOF 34 - Gaethje vs. Firmino","win","Josenaldo Silva",1,"2:30","TKO (Knee Injury)",2016-12-31,1,1,FALSE,7,13,12,0.772727272727273,22,0.545454545454545,TRUE,0.227272727272727,FALSE,5,12,2
"6030","78","UFC 212 - Aldo vs. Holloway","loss","Raphael Assuncao",3,"5:00","Decision (Split)",2017-06-03,0,1,TRUE,8,1,13,0.782608695652174,23,0.565217391304348,TRUE,0.217391304347826,FALSE,5,13,2.16666666666667
"6031","78","UFC Fight Night 120 - Poirier vs. Pettis","win","John Dodson",3,"5:00","Decision (Split)",2017-11-11,1,0,TRUE,9,1,-1,0.75,24,0.541666666666667,FALSE,0.208333333333333,FALSE,5,13,2.16666666666667
"6032","78","UFC Fight Night 123 - Swanson vs. Ortega","win","Aljamain Sterling",1,"1:07","KO (Knee)",2017-12-09,1,1,FALSE,9,2,1,0.76,25,0.52,FALSE,0.2,FALSE,5,13,2.16666666666667
"6033","78","UFC Fight Night 131 - Rivera vs. Moraes","win","Jimmie Rivera",1,"0:33","KO (Head Kick and Punches)",2018-06-01,1,1,FALSE,9,3,2,0.769230769230769,26,0.538461538461538,TRUE,0.192307692307692,FALSE,5,14,2.33333333333333
"6034","78","UFC Fight Night 144 - Assuncao vs. Moraes 2","win","Raphael Assuncao",1,"3:17","Submission (Guillotine Choke)",2019-02-02,1,1,FALSE,9,4,3,0.777777777777778,27,0.555555555555556,TRUE,0.185185185185185,FALSE,5,15,2.5
"6035","78","UFC 238 - Cejudo vs. Moraes","loss","Henry Cejudo",3,"4:51","TKO (Punches)",2019-06-08,0,1,TRUE,10,1,4,0.785714285714286,28,0.571428571428571,TRUE,0.178571428571429,FALSE,5,16,2.66666666666667
"6036","78","UFC 245 - Usman vs. Covington","win","Jose Aldo",3,"5:00","Decision (Split)",2019-12-14,1,0,TRUE,11,1,-1,0.758620689655172,29,0.551724137931034,FALSE,0.206896551724138,TRUE,6,16,2.28571428571429
"6037","78","UFC Fight Night 179 - Moraes vs. Sandhagen","loss","Cory Sandhagen",2,"1:03","TKO (Spinning Wheel Kick and Punches)",2020-10-10,0,1,TRUE,12,1,1,0.766666666666667,30,0.533333333333333,FALSE,0.2,FALSE,6,16,2.28571428571429
"6038","78","UFC Fight Night 183 - Thompson vs. Neal","loss","Rob Font",1,"3:47","TKO (Elbow and Punches)",2020-12-19,0,0,FALSE,12,2,-1,0.741935483870968,31,0.516129032258065,FALSE,0.225806451612903,TRUE,7,16,2
"6039","8","Heat FC 3 - Metamorphis","loss","Joao Paulo Rodrigues de Souza",3,"5:00","Decision (Unanimous)",2005-04-14,0,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"6040","8","TF - Tremores Fight","win","Melk Freitas",3,"1:41","TKO (Punches)",2005-05-13,1,0,TRUE,2,1,-1,0,1,0,FALSE,0,FALSE,0,0,0
"6041","8","MF - Mossoro Fight","win","Anistavio Medeiros de Figueiredo",2,"3:41","Submission (Rear-Naked Choke)",2005-08-26,1,1,FALSE,2,2,1,0.5,2,0.5,TRUE,0,FALSE,0,1,1
"6042","8","FSLB - Fight Ship Looking Boy 2","win","Dande Dande",1,"0:00","KON/A)",2005-11-22,1,1,FALSE,2,3,2,0.666666666666667,3,0.666666666666667,TRUE,0,FALSE,0,2,2
"6043","8","RFC - Rino's FC 2","win","Gleyson Menezes",1,"0:00","Submission (Kneebar)",2006-06-08,1,1,FALSE,2,4,3,0.75,4,0.75,TRUE,0,FALSE,0,3,3
"6044","8","NCC - Nordeste Combat Championship","win","Kaio Werbson Ferreira de Freitas",1,"2:45","TKO (Punches)",2006-09-06,1,1,FALSE,2,5,4,0.8,5,0.8,TRUE,0,FALSE,0,4,4
"6045","8","CFN - Cage Fight Nordeste","win","Rony Mariano Bezerra",3,"5:00","Decision (Split)",2006-11-09,1,1,FALSE,2,6,5,0.833333333333333,6,0.833333333333333,TRUE,0,FALSE,0,5,5
"6046","8","CM - Garra Fight","win","Carlos Heide",1,"0:00","Submission (Triangle Choke)",2007-04-25,1,1,FALSE,2,7,6,0.857142857142857,7,0.714285714285714,FALSE,0,FALSE,0,5,5
"6047","8","CM - Garra Fight","win","Janailson Kevin Pereira Lima",3,"5:00","Decision (Split)",2007-04-25,1,1,FALSE,2,8,7,0.875,8,0.75,TRUE,0,FALSE,0,6,6
"6048","8","Shooto Brazil 3 - The Evolution","win","Erinaldo dos Santos Rodrigues",1,"0:00","Submission (Ankle Lock)",2007-07-07,1,1,FALSE,2,9,8,0.888888888888889,9,0.666666666666667,FALSE,0,FALSE,0,6,6
"6049","8","Shooto Brazil - Shooto Brazil 4","win","Danilo Noronha",1,"0:33","Submission (Rear-Naked Choke)",2007-10-27,1,1,FALSE,2,10,9,0.9,10,0.7,TRUE,0,FALSE,0,7,7
"6050","8","BBVT - Black Bull Vale Tudo","NC","Claudemir Souza",1,"5:00","No Contest (Illegal Soccer Kick)",2007-12-12,0,1,TRUE,3,1,10,0.909090909090909,11,0.727272727272727,TRUE,0,FALSE,0,8,8
"6051","8","Shooto Brazil - Shooto Brazil 6","win","Willian Viana",3,"5:00","Decision (Unanimous)",2008-04-19,1,0,TRUE,4,1,-1,0.833333333333333,12,0.666666666666667,FALSE,0.0833333333333333,TRUE,1,8,4
"6052","8","NCVT - Natal Cage Vale Tudo","win","Ronaldo Figueiredo Lima Jr.",3,"5:00","Decision (Unanimous)",2008-05-23,1,1,FALSE,4,2,1,0.846153846153846,13,0.615384615384615,FALSE,0.0769230769230769,FALSE,1,8,4
"6053","8","Leal Combat - Premium","win","Jetron Pereira",1,"4:56","Submission (Armbar)",2008-06-05,1,1,FALSE,4,3,2,0.857142857142857,14,0.571428571428571,FALSE,0.0714285714285714,FALSE,1,8,4
"6054","8","Shooto Brazil - Shooto Brazil 8","win","Jose Lucas Fabiano de Melo",3,"5:00","Decision (Unanimous)",2008-08-30,1,1,FALSE,4,4,3,0.866666666666667,15,0.6,TRUE,0.0666666666666667,FALSE,1,9,4.5
"6055","8","WOCS - Watch Out Combat Show 2","win","Rogerio Silva de Souza",2,"3:21","Submission (Rear-Naked Choke)",2008-09-25,1,1,FALSE,4,5,4,0.875,16,0.5625,FALSE,0.0625,FALSE,1,9,4.5
"6056","8","WOCS - Watch Out Combat Show 2","win","William Porfirio",1,"2:25","KO (Knee)",2008-09-25,1,1,FALSE,4,6,5,0.882352941176471,17,0.588235294117647,TRUE,0.0588235294117647,FALSE,1,10,5
"6057","8","Shooto - Brazil 9","win","Alexandre Pinheiro",3,"0:58","TKO (Arm Injury)",2008-11-29,1,1,FALSE,4,7,6,0.888888888888889,18,0.611111111111111,TRUE,0.0555555555555556,FALSE,1,11,5.5
"6058","8","WOCS - Watch Out Combat Show 3","win","Andre Luis de Oliveira",3,"1:38","Submission (Triangle Choke)",2009-03-19,1,1,FALSE,4,8,7,0.894736842105263,19,0.631578947368421,TRUE,0.0526315789473684,FALSE,1,12,6
"6059","8","PFB - Platinum Fight Brazil","win","Jurandir Sardinha",2,"0:21","TKO (Punches)",2009-08-13,1,1,FALSE,4,9,8,0.9,20,0.65,TRUE,0.05,FALSE,1,13,6.5
"6060","8","Shooto Brazil - Shooto Brazil 13","win","Paulo Dantas",3,"5:00","Decision (Unanimous)",2009-08-27,1,1,FALSE,4,10,9,0.904761904761905,21,0.666666666666667,TRUE,0.0476190476190476,FALSE,1,14,7
"6061","8","EFC - Eagle Fighting Championship","win","Marcio Nunes",1,"2:45","Submission (Kimura)",2009-09-26,1,1,FALSE,4,11,10,0.909090909090909,22,0.636363636363636,FALSE,0.0454545454545455,FALSE,1,14,7
"6062","8","PFB - Platinum Fight Brazil 2","win","Jorge Enciso",1,"3:42","Submission (Rear-Naked Choke)",2009-12-05,1,1,FALSE,4,12,11,0.91304347826087,23,0.652173913043478,TRUE,0.0434782608695652,FALSE,1,15,7.5
"6063","8","JF - Jungle Fight 17","win","Sergio Silva Rodrigues",3,"5:00","Decision (Unanimous)",2010-02-27,1,1,FALSE,4,13,12,0.916666666666667,24,0.666666666666667,TRUE,0.0416666666666667,FALSE,1,16,8
"6064","8","WEC 49 - Varner vs. Shalorus","win","Anthony Leone",3,"2:29","Submission (Armbar)",2010-06-20,1,1,FALSE,4,14,13,0.92,25,0.64,FALSE,0.04,FALSE,1,16,8
"6065","8","WEC 53 - Henderson vs. Pettis","win","Chris Cariaso",1,"3:47","Submission (Rear-Naked Choke)",2010-12-16,1,1,FALSE,4,15,14,0.923076923076923,26,0.653846153846154,TRUE,0.0384615384615385,FALSE,1,17,8.5
"6066","8","UFC 130 - Rampage vs. Hamill","win","Cole Escovedo",3,"5:00","Decision (Unanimous)",2011-05-28,1,1,FALSE,4,16,15,0.925925925925926,27,0.666666666666667,TRUE,0.037037037037037,FALSE,1,18,9
"6067","8","UFC 138 - Leben vs. Munoz","win","Brad Pickett",1,"4:09","Submission (Rear-Naked Choke)",2011-11-05,1,1,FALSE,4,17,16,0.928571428571429,28,0.642857142857143,FALSE,0.0357142857142857,FALSE,1,18,9
"6068","8","UFC 143 - Diaz vs. Condit","win","Scott Jorgensen",3,"5:00","Decision (Unanimous)",2012-02-04,1,1,FALSE,4,18,17,0.931034482758621,29,0.655172413793103,TRUE,0.0344827586206897,FALSE,1,19,9.5
"6069","8","UFC 149 - Faber vs. Barao","win","Urijah Faber",5,"5:00","Decision (Unanimous)",2012-07-21,1,1,FALSE,4,19,18,0.933333333333333,30,0.633333333333333,FALSE,0.0333333333333333,FALSE,1,19,9.5
"6070","8","UFC on Fuel TV 7 - Barao vs. McDonald","win","Michael McDonald",4,"3:57","Submission (Arm-Triangle Choke)",2013-02-16,1,1,FALSE,4,20,19,0.935483870967742,31,0.612903225806452,FALSE,0.032258064516129,FALSE,1,19,9.5
"6071","8","UFC 165 - Jones vs. Gustafsson","win","Eddie Wineland",2,"0:35","TKO (Spinning Back Kick and Punches)",2013-09-21,1,1,FALSE,4,21,20,0.9375,32,0.625,TRUE,0.03125,FALSE,1,20,10
"6072","8","UFC 169 - Barao vs. Faber 2","win","Urijah Faber",1,"3:42","TKO (Punches)",2014-02-01,1,1,FALSE,4,22,21,0.939393939393939,33,0.636363636363636,TRUE,0.0303030303030303,FALSE,1,21,10.5
"6073","8","UFC 173 - Barao vs. Dillashaw","loss","T.J. Dillashaw",5,"2:26","TKO (Head Kick and Punches)",2014-05-24,0,1,TRUE,5,1,22,0.941176470588235,34,0.647058823529412,TRUE,0.0294117647058824,FALSE,1,22,11
"6074","8","UFC Fight Night 58 - Machida vs. Dollaway","win","Mitch Gagnon",3,"3:53","Submission (Arm-Triangle Choke)",2014-12-20,1,0,TRUE,6,1,-1,0.914285714285714,35,0.628571428571429,FALSE,0.0571428571428571,TRUE,2,22,7.33333333333333
"6075","8","UFC on Fox 16 - Dillashaw vs. Barao 2","loss","T.J. Dillashaw",4,"0:35","TKO (Punches)",2015-07-25,0,1,TRUE,7,1,1,0.916666666666667,36,0.638888888888889,TRUE,0.0555555555555556,FALSE,2,23,7.66666666666667
"6076","8","UFC Fight Night 88 - Almeida vs. Garbrandt","loss","Jeremy Stephens",3,"5:00","Decision (Unanimous)",2016-05-29,0,0,FALSE,7,2,-1,0.891891891891892,37,0.621621621621622,FALSE,0.0810810810810811,TRUE,3,23,5.75
"6077","8","UFC Fight Night 95 - Cyborg vs. Lansberg","win","Phillipe Nover",3,"5:00","Decision (Unanimous)",2016-09-24,1,0,TRUE,8,1,-2,0.868421052631579,38,0.605263157894737,FALSE,0.0789473684210526,FALSE,3,23,5.75
"6078","8","UFC 214 - Cormier vs. Jones 2","loss","Aljamain Sterling",3,"5:00","Decision (Unanimous)",2017-07-29,0,1,TRUE,9,1,1,0.871794871794872,39,0.58974358974359,FALSE,0.0769230769230769,FALSE,3,23,5.75
"6079","8","UFC on Fox 28 - Emmett vs. Stephens","loss","Brian Kelleher",3,"5:00","Decision (Unanimous)",2018-02-24,0,0,FALSE,9,2,-1,0.85,40,0.575,FALSE,0.075,FALSE,3,23,5.75
"6080","8","UFC Fight Night 137 - Santos vs. Anders","loss","Andre Ewell",3,"5:00","Decision (Split)",2018-09-22,0,0,FALSE,9,3,-2,0.829268292682927,41,0.560975609756098,FALSE,0.0731707317073171,FALSE,3,23,5.75
"6081","8","UFC on ESPN 1 - Ngannou vs. Velasquez","loss","Luke Sanders",2,"1:01","KO (Punches)",2019-02-17,0,0,FALSE,9,4,-3,0.80952380952381,42,0.547619047619048,FALSE,0.0714285714285714,FALSE,3,23,5.75
"6082","8","UFC Fight Night 164 - Blachowicz vs. Jacare","loss","Douglas Silva de Andrade",3,"5:00","Decision (Unanimous)",2019-11-16,0,0,FALSE,9,5,-4,0.790697674418605,43,0.534883720930233,FALSE,0.0930232558139535,TRUE,4,23,4.6
"6083","80","ISCF - Friday Night Fight","win","Chris Clark",1,"N/A","TKO (Punches)",2004-01-23,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
