"","rowid","Result","Fighter","Event","Round","Time","Method","DateEvent","Outcome","PreviousOutcome","start","streak_id","streak","StreakLength","WinRatio","CountFights","FinishRatio","FinishPrevious","FinishedRatio","FinishedPrevious","FinishedCount","FinishCount","DamageDiff"
"12551","89","win","Joe Nicholas","TC 19 - Total Combat 19",1,"N/A","Submission (Armbar)",2007-03-31,1,0,TRUE,3,1,-2,0.6,5,0.4,FALSE,0.2,TRUE,1,2,1
"12552","89","win","Waachiim Spiritwolf","Tuff-N-Uff - Tuff-N-Uff 3",1,"4:55","TKO (Injury)",2007-06-22,1,1,FALSE,3,2,1,0.6666667,6,0.5,TRUE,0.1666667,FALSE,1,3,1.5
"12553","89","NC","Donald Cerrone","WEC 30 - Las Vegas",1,"0:56","No Contest (Overturned by NSAC)",2007-09-05,0,1,TRUE,4,1,2,0.7142857,7,0.5714286,TRUE,0.1428571,FALSE,1,4,2
"12554","89","loss","Rob McCullough","WEC 34 - Sacramento",3,"5:00","Decision (Split)",2008-06-01,0,0,FALSE,4,2,-1,0.625,8,0.5,FALSE,0.25,TRUE,2,4,1.333333
"12555","89","loss","David Gardner","PureCombat 6 - Halloween Bash",3,"5:00","Decision (Split)",2008-11-01,0,0,FALSE,4,3,-2,0.5555556,9,0.4444444,FALSE,0.2222222,FALSE,2,4,1.333333
"12556","89","win","Muzimal Khan","PureCombat 8 - Operation TKO",3,"5:00","Decision (Unanimous)",2009-05-02,1,0,TRUE,5,1,-3,0.5,10,0.4,FALSE,0.2,FALSE,2,4,1.333333
"12557","89","loss","Greg McIntyre","PureCombat 11 - Drop Zone",1,"4:37","Submission (Armbar)",2010-05-07,0,1,TRUE,6,1,1,0.5454545,11,0.3636364,FALSE,0.1818182,FALSE,2,4,1.333333
"12558","89","loss","Josh Hinkle","KOTC - Cage Quest",3,"5:00","Decision (Unanimous)",2011-11-12,0,0,FALSE,6,2,-1,0.5,12,0.3333333,FALSE,0.25,TRUE,3,4,1
"12559","89","win","Billy Carothers","WFC 6 - Smith vs. Matthews",1,"2:35","Submission (Guillotine Choke)",2013-08-03,1,0,TRUE,7,1,-2,0.4615385,13,0.3076923,FALSE,0.2307692,FALSE,3,4,1
"12560","9","loss","Brad Blackburn","PPKA - Muckelshoot",1,"0:39","KO (Punch)",2001-08-15,0,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"12561","9","win","Eddie Evans","FCFF - Rumble at the Roseland 3",0,"N/A","Submission (Rear-Naked Choke)",2002-05-11,1,0,TRUE,2,1,-1,0,1,0,FALSE,1,TRUE,1,0,0
"12562","9","win","Rich Guerin","FCFF - Throwdown on the Fairground 1",0,"N/A","TKO (Punches)",2002-06-01,1,1,FALSE,2,2,1,0.5,2,0.5,TRUE,0.5,FALSE,1,1,0.5
"12563","9","win","Sherk Julian","FCFF - Throwdown on the Fairground 1",0,"N/A","TKO (Punches)",2002-06-01,1,1,FALSE,2,3,2,0.6666667,3,0.6666667,TRUE,0.3333333,FALSE,1,2,1
"12564","9","loss","Denis Kang","RITR 7 - Rumble in the Ring 7",1,"3:42","Submission (Guillotine Choke)",2002-07-20,0,1,TRUE,3,1,3,0.75,4,0.75,TRUE,0.25,FALSE,1,3,1.5
"12565","9","loss","Brad Blackburn","RITR 8 - Rumble in the Ring 8",1,"0:39","KO (Punches)",2002-11-16,0,0,FALSE,3,2,-1,0.6,5,0.6,FALSE,0.4,TRUE,2,3,1
"12566","9","win","Richard Johnston","URC 3 - Ultimate Ring Challenge 3",2,"2:20","TKO (Punches)",2003-01-04,1,0,TRUE,4,1,-2,0.5,6,0.5,FALSE,0.5,TRUE,3,3,0.75
"12567","9","loss","Derrick Noble","HOOKnSHOOT - Boot Camp 1.1",2,"N/A","Submission (Guillotine Choke)",2003-03-08,0,1,TRUE,5,1,1,0.5714286,7,0.5714286,TRUE,0.4285714,FALSE,3,4,1
"12568","9","win","Dan Hart","FCC 15 - Freestyle Combat Challenge 15",1,"2:44","Submission (Rear-Naked Choke)",2004-06-12,1,0,TRUE,6,1,-1,0.5,8,0.5,FALSE,0.5,TRUE,4,4,0.8
"12569","9","loss","Dave Strasser","MT 1 - Madtown Throwdown 1",3,"5:00","Decision (Unanimous)",2004-08-21,0,1,TRUE,7,1,1,0.5555556,9,0.5555556,TRUE,0.4444444,FALSE,4,5,1
"12570","9","win","Dan Hardy","AFC 10 - Absolute Fighting Championships 10",1,"3:50","Submission (Guillotine Choke)",2004-10-30,1,0,TRUE,8,1,-1,0.5,10,0.5,FALSE,0.4,FALSE,4,5,1
"12571","9","loss","Francisco Soares","FCC 18 - Freestyle Combat Challenge 18",1,"N/A","Submission (Heel Hook)",2005-03-05,0,1,TRUE,9,1,1,0.5454545,11,0.5454545,TRUE,0.3636364,FALSE,4,6,1.2
"12572","9","win","Mike Wunderlich","IFC WC 19 - Warriors Challenge 19",1,"N/A","Submission (Rear-Naked Choke)",2005-03-26,1,0,TRUE,10,1,-1,0.5,12,0.5,FALSE,0.4166667,TRUE,5,6,1
"12573","9","loss","Dustin Denes","AFC 12 - Absolute Fighting Championships 12",3,"5:00","Decision (Unanimous)",2005-04-30,0,1,TRUE,11,1,1,0.5384615,13,0.5384615,TRUE,0.3846154,FALSE,5,7,1.166667
"12574","9","loss","Chris Lytle","WEC 15 - Judgment Day",3,"5:00","Decision (Split)",2005-05-19,0,0,FALSE,11,2,-1,0.5,14,0.5,FALSE,0.3571429,FALSE,5,7,1.166667
"12575","9","win","Shane Wessels","IFC - Michigan",0,"N/A","Submission (Armbar)",2005-06-16,1,0,TRUE,12,1,-2,0.4666667,15,0.4666667,FALSE,0.3333333,FALSE,5,7,1.166667
"12576","9","win","Paul Daley","SF 11 - Rumble at the Rose Garden",2,"3:15","Submission (Guillotine Choke)",2005-07-09,1,1,FALSE,12,2,1,0.5,16,0.5,TRUE,0.3125,FALSE,5,8,1.333333
"12577","9","loss","Jay Hieron","IFC - Rock N' Rumble",3,"5:00","Decision (Unanimous)",2005-07-30,0,1,TRUE,13,1,2,0.5294118,17,0.5294118,TRUE,0.2941176,FALSE,5,9,1.5
"12578","9","win","Eddy Ellis","SF 12 - Breakout",1,"4:40","TKO (Punches)",2005-09-16,1,0,TRUE,14,1,-1,0.5,18,0.5,FALSE,0.2777778,FALSE,5,9,1.5
"12579","9","win","Curt McKinnon","KOTC - Firestorm",1,"2:01","Submission (Guillotine Choke)",2005-09-24,1,1,FALSE,14,2,1,0.5263158,19,0.5263158,TRUE,0.2631579,FALSE,5,10,1.666667
"12580","9","loss","Carlo Prater","Euphoria - USA vs. Japan",2,"3:57","Submission (Arm-Triangle Choke)",2005-11-05,0,1,TRUE,15,1,2,0.55,20,0.55,TRUE,0.25,FALSE,5,11,1.833333
"12581","9","loss","Chris Wilson","SF 14 - Resolution",1,"1:28","KO (Knee)",2006-01-06,0,0,FALSE,15,2,-1,0.5238095,21,0.5238095,FALSE,0.2857143,TRUE,6,11,1.571429
"12582","9","win","Tiki Ghosn","WEC 19 - Undisputed",3,"0:25","TKO (Shoulder Injury)",2006-03-17,1,0,TRUE,16,1,-2,0.5,22,0.5,FALSE,0.3181818,TRUE,7,11,1.375
"12583","9","win","Brandon Melendez","SF 15 - Tribute",2,"2:56","Submission (Rear-Naked Choke)",2006-04-08,1,1,FALSE,16,2,1,0.5217391,23,0.5217391,TRUE,0.3043478,FALSE,7,12,1.5
"12584","9","win","Steve Schneider","Titan FC 3 - Red River Rumble",1,"3:54","Submission (Rear-Naked Choke)",2006-05-20,1,1,FALSE,16,3,2,0.5416667,24,0.5416667,TRUE,0.2916667,FALSE,7,13,1.625
"12585","9","win","Carlos Condit","Extreme Wars 3 - Bay Area Brawl",3,"2:53","Submission (Rear-Naked Choke)",2006-06-03,1,1,FALSE,16,4,3,0.56,25,0.56,TRUE,0.28,FALSE,7,14,1.75
"12586","9","loss","Anthony Torres","UFC Fight Night 6 - Sanchez vs. Parisyan",1,"2:37","Submission (Rear-Naked Choke)",2006-08-17,0,1,TRUE,17,1,4,0.5769231,26,0.5769231,TRUE,0.2692308,FALSE,7,15,1.875
"12587","9","win","Tim Stout","WBFN - Wild Bill's Fight Night 5",1,"2:10","SubmissionN/A)",2006-11-17,1,0,TRUE,18,1,-1,0.5555556,27,0.5555556,FALSE,0.2962963,TRUE,8,15,1.666667
"12588","9","win","Ray Steinbeiss","IFL - Oakland",3,"4:00","Decision (Unanimous)",2007-01-19,1,1,FALSE,18,2,1,0.5714286,28,0.5714286,TRUE,0.2857143,FALSE,8,16,1.777778
"12589","9","loss","Rory Markham","IFL - Moline",3,"1:47","KO (Punches)",2007-04-07,0,1,TRUE,19,1,2,0.5862069,29,0.5517241,FALSE,0.2758621,FALSE,8,16,1.777778
"12590","9","win","Michael Guymon","IFL - Las Vegas",3,"4:00","Decision (Split)",2007-06-16,1,0,TRUE,20,1,-1,0.5666667,30,0.5333333,FALSE,0.3,TRUE,9,16,1.6
"12591","9","loss","Jake Ellenberger","IFL - Las Vegas",3,"4:00","Decision (Unanimous)",2008-02-29,0,1,TRUE,21,1,1,0.5806452,31,0.516129,FALSE,0.2903226,FALSE,9,16,1.6
"12592","9","win","Ryan Ford","MFC 17 - Hostile Takeover",3,"3:00","Submission (Armbar)",2008-07-25,1,0,TRUE,22,1,-1,0.5625,32,0.5,FALSE,0.28125,FALSE,9,16,1.6
"12593","9","win","Ryan Ford","MFC 20 - Destined For Greatness",5,"5:00","Decision (Split)",2009-02-20,1,1,FALSE,22,2,1,0.5757576,33,0.5151515,TRUE,0.2727273,FALSE,9,17,1.7
"12594","9","loss","T.J. Waldburger","SF 6 - Shark Fights 6",3,"5:00","Decision (Unanimous)",2009-09-12,0,1,TRUE,23,1,2,0.5882353,34,0.5,FALSE,0.2647059,FALSE,9,17,1.7
"12595","9","win","Salvador Woods","TTP / PCL - Warriors Collide",1,"4:31","Submission (Brabo Choke)",2009-10-03,1,0,TRUE,24,1,-1,0.5714286,35,0.4857143,FALSE,0.2571429,FALSE,9,17,1.7
"12596","9","win","Sidney Silva","W-1 MMA 4 - Bad Blood",2,"2:33","TKO (Knee to the Body)",2010-03-20,1,1,FALSE,24,2,1,0.5833333,36,0.5,TRUE,0.25,FALSE,9,18,1.8
"12597","9","win","Bryan Travers","Strikeforce - Challengers 8",3,"5:00","Decision (Unanimous)",2010-05-21,1,1,FALSE,24,3,2,0.5945946,37,0.5135135,TRUE,0.2432432,FALSE,9,19,1.9
"12598","9","loss","Josh Thomson","Strikeforce / M-1 Global - Fedor vs. Werdum",3,"4:27","Submission (Rear-Naked Choke)",2010-06-26,0,1,TRUE,25,1,3,0.6052632,38,0.5,FALSE,0.2368421,FALSE,9,19,1.9
"12599","9","win","Lyle Beerbohm","Strikeforce - Challengers 14",3,"5:00","Decision (Unanimous)",2011-02-18,1,0,TRUE,26,1,-1,0.5897436,39,0.4871795,FALSE,0.2564103,TRUE,10,19,1.727273
"12600","9","win","Eric Wisely","Strikeforce - Challengers 18",3,"5:00","Decision (Unanimous)",2011-08-12,1,1,FALSE,26,2,1,0.6,40,0.475,FALSE,0.25,FALSE,10,19,1.727273
"12601","9","win","Maximo Blanco","Strikeforce - Barnett vs. Kharitonov",2,"4:27","Submission (Rear-Naked Choke)",2011-09-10,1,1,FALSE,26,3,2,0.6097561,41,0.4634146,FALSE,0.2439024,FALSE,10,19,1.727273
"12602","9","win","Caros Fodor","Strikeforce - Tate vs. Rousey",3,"3:35","Submission (Arm-Triangle Choke)",2012-03-03,1,1,FALSE,26,4,3,0.6190476,42,0.4761905,TRUE,0.2380952,FALSE,10,20,1.818182
"12603","9","win","Mizuto Hirota","Strikeforce - Rockhold vs. Kennedy",3,"5:00","Decision (Unanimous)",2012-07-14,1,1,FALSE,26,5,4,0.627907,43,0.4883721,TRUE,0.2325581,FALSE,10,21,1.909091
"12604","9","win","Kurt Holobaugh","Strikeforce - Marquardt vs. Saffiedine",3,"5:00","Decision (Unanimous)",2013-01-12,1,1,FALSE,26,6,5,0.6363636,44,0.4772727,FALSE,0.2272727,FALSE,10,21,1.909091
"12605","9","NC","Jim Miller","UFC 159 - Jones vs. Sonnen",3,"4:02","No Contest (Overturned by Commission)",2013-04-27,0,1,TRUE,27,1,6,0.6444444,45,0.4666667,FALSE,0.2222222,FALSE,10,21,1.909091
"12606","9","loss","Khabib Nurmagomedov","UFC 165 - Jones vs. Gustafsson",3,"5:00","Decision (Unanimous)",2013-09-21,0,0,FALSE,27,2,-1,0.6304348,46,0.4565217,FALSE,0.2391304,TRUE,11,21,1.75
"12607","9","loss","Bobby Green","UFC on Fox 9 - Johnson vs. Benavidez 2",3,"5:00","Decision (Unanimous)",2013-12-14,0,0,FALSE,27,3,-2,0.6170213,47,0.4468085,FALSE,0.2340426,FALSE,11,21,1.75
"12608","9","loss","Jorge Masvidal","UFC on Fox 11 - Werdum vs. Browne",3,"5:00","Decision (Unanimous)",2014-04-19,0,0,FALSE,27,4,-3,0.6041667,48,0.4375,FALSE,0.2291667,FALSE,11,21,1.75
"12609","9","loss","Gleison Tibau","UFC Fight Night 45 - Cerrone vs. Miller",3,"5:00","Decision (Unanimous)",2014-07-16,0,0,FALSE,27,5,-4,0.5918367,49,0.4285714,FALSE,0.2244898,FALSE,11,21,1.75
"12610","9","win","Ricardo Tirloni","Arena Tour 4 - Tirloni vs. Healy",3,"5:00","Decision (Split)",2014-12-20,1,0,TRUE,28,1,-5,0.58,50,0.42,FALSE,0.22,FALSE,11,21,1.75
"12611","9","win","Kurt  Kinser","Titan FC 33 - Titan Fighting Championship 33",5,"5:00","Decision (Split)",2015-03-20,1,1,FALSE,28,2,1,0.5882353,51,0.4117647,FALSE,0.2156863,FALSE,11,21,1.75
"12612","9","win","Marcus Edwards","Titan FC 34 - Healy vs. Edwards",2,"3:17","TKO (Punches)",2015-07-18,1,1,FALSE,28,3,2,0.5961538,52,0.4038462,FALSE,0.2115385,FALSE,11,21,1.75
"12613","9","loss","Rick Hawn","Titan FC 35 - Healy vs. Hawn",5,"5:00","Decision (Split)",2015-09-19,0,1,TRUE,29,1,3,0.6037736,53,0.4150943,TRUE,0.2075472,FALSE,11,22,1.833333
"12614","9","win","Muhsin Corbbrey","Titan FC 37 - Simon vs. Dos Santos",3,"5:00","Decision (Unanimous)",2016-03-04,1,0,TRUE,30,1,-1,0.5925926,54,0.4074074,FALSE,0.2037037,FALSE,11,22,1.833333
"12615","9","loss","Gesias Cavalcante","Titan FC 39 - Cavalcante vs. Healy",1,"2:07","KO (Punches)",2016-06-10,0,1,TRUE,31,1,1,0.6,55,0.4,FALSE,0.2,FALSE,11,22,1.833333
"12616","9","loss","Leandro Silva","ACB 51 - Silva vs. Torgeson",1,"0:38","TKO (Punches)",2017-01-13,0,0,FALSE,31,2,-1,0.5892857,56,0.3928571,FALSE,0.2142857,TRUE,12,22,1.692308
"12617","9","win","Brendan Loughnane","ACB 65 - Silva vs. Agnaev",3,"5:00","Decision (Split)",2017-07-22,1,0,TRUE,32,1,-2,0.5789474,57,0.3859649,FALSE,0.2280702,TRUE,13,22,1.571429
"12618","9","loss","Magomed Raisov","ACB 78 - Young Eagles 24",1,"1:37","TKO (Punches)",2018-01-13,0,1,TRUE,33,1,1,0.5862069,58,0.3793103,FALSE,0.2241379,FALSE,13,22,1.571429
"12619","90","draw","Yuji Hoshino","MARS - MARS",2,"5:00","DrawN/A)",2006-02-04,0,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"12620","90","loss","Wataru Miki","GCM - D.O.G. 6",2,"5:00","Decision (Majority)",2006-06-11,0,0,FALSE,1,2,-1,0,1,0,FALSE,1,TRUE,1,0,0
"12621","90","loss","Tomonari Kanomata","GCM - D.O.G. 7",2,"5:00","Decision (Majority)",2006-09-09,0,0,FALSE,1,3,-2,0,2,0,FALSE,0.5,FALSE,1,0,0
"12622","90","loss","Wataru Miki","GCM - Cage Force EX Western Bound",2,"1:21","TKO (Doctor Stoppage)",2007-02-17,0,0,FALSE,1,4,-3,0,3,0,FALSE,0.3333333,FALSE,1,0,0
"12623","90","loss","Donald Cerrone","GCM - Cage Force 3",2,"2:46","Submission (Triangle Choke)",2007-06-09,0,0,FALSE,1,5,-4,0,4,0,FALSE,0.5,TRUE,2,0,0
"12624","90","loss","Yoshihiro Koyama","GCM - Cage Force EX Eastern Bound",3,"5:00","Decision (Unanimous)",2007-11-11,0,0,FALSE,1,6,-5,0,5,0,FALSE,0.6,TRUE,3,0,0
"12625","90","win","Hiroshi Shiba","Deep - 36 Impact",2,"0:19","TKO (Punches)",2008-07-27,1,0,TRUE,2,1,-6,0,6,0,FALSE,0.5,FALSE,3,0,0
"12626","90","draw","Katsuhiko Nagata","GCM - Cage Force EX",3,"5:00","DrawN/A)",2009-02-28,0,1,TRUE,3,1,1,0.1428571,7,0.1428571,TRUE,0.4285714,FALSE,3,1,0.25
"12627","90","win","Eriya Matsuda","GCM - Cage Force 10",2,"3:00","TKO (Punches)",2009-04-25,1,0,TRUE,4,1,-1,0.125,8,0.125,FALSE,0.5,TRUE,4,1,0.2
"12628","90","win","Hiroki Kuga","GCM - Cage Force 12",1,"0:55","TKO (Punches)",2009-09-12,1,1,FALSE,4,2,1,0.2222222,9,0.2222222,TRUE,0.4444444,FALSE,4,2,0.4
"12629","91","win","Lee King","REF - Austin Fights",3,"5:00","Decision (Unanimous)",2003-05-03,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"12630","91","NC","James Martinez","Venom - First Strike",1,"2:47","No Contest (Premature Stoppage)",2004-09-18,0,1,TRUE,2,1,1,1,1,0,FALSE,0,FALSE,0,0,0
"12631","91","win","Ben Dauck","Inferno Promotions - Meltdown",3,"5:00","Decision (Unanimous)",2005-07-22,1,0,TRUE,3,1,-1,0.5,2,0,FALSE,0.5,TRUE,1,0,0
"12632","91","win","Devon Miller","UTS 4 - Ultimate Texas Showdown 4",2,"0:55","KO (Punches)",2006-02-25,1,1,FALSE,3,2,1,0.6666667,3,0,FALSE,0.3333333,FALSE,1,0,0
"12633","91","win","Ira Boyd","UTS 5 - Ultimate Texas Showdown 5",3,"5:00","Decision (Unanimous)",2006-04-29,1,1,FALSE,3,3,2,0.75,4,0.25,TRUE,0.25,FALSE,1,1,0.5
"12634","91","win","Steven Bratland","UTS 6 - Ultimate Texas Showdown 6",3,"5:00","Decision (Unanimous)",2006-06-24,1,1,FALSE,3,4,3,0.8,5,0.2,FALSE,0.2,FALSE,1,1,0.5
"12635","91","win","Jason Palacios","LB - Lonestar Beatdown",3,"3:00","Decision (Unanimous)",2006-11-10,1,1,FALSE,3,5,4,0.8333333,6,0.1666667,FALSE,0.1666667,FALSE,1,1,0.5
"12636","91","win","Kenneth Rosfort-Nees","AOW - Art of War 1",1,"2:12","KO (Punch)",2007-03-09,1,1,FALSE,3,6,5,0.8571429,7,0.1428571,FALSE,0.1428571,FALSE,1,1,0.5
"12637","91","loss","Donald Cerrone","ROF 29 - Aftershock",1,"4:30","Submission (Triangle Choke)",2007-04-28,0,1,TRUE,4,1,6,0.875,8,0.25,TRUE,0.125,FALSE,1,2,1
"12638","91","win","Keyon Mike Jackson","AOW - Art of War 3",1,"2:14","KO (Knee)",2007-09-01,1,0,TRUE,5,1,-1,0.7777778,9,0.2222222,FALSE,0.2222222,TRUE,2,2,0.6666667
"12639","91","win","Aaron Williams","SWC 1 - Inception",1,"2:28","TKO (Knees)",2008-09-19,1,1,FALSE,5,2,1,0.8,10,0.3,TRUE,0.2,FALSE,2,3,1
"12640","91","loss","Benson Henderson","WEC 38 - Varner vs. Cerrone",2,"0:42","Submission (Guillotine Choke)",2009-01-25,0,1,TRUE,6,1,2,0.8181818,11,0.3636364,TRUE,0.1818182,FALSE,2,4,1.333333
"12641","91","win","Bart Palaszewski","WEC 40 - Torres vs. Mizugaki",2,"0:27","TKO (Punches)",2009-04-05,1,0,TRUE,7,1,-1,0.75,12,0.3333333,FALSE,0.25,TRUE,3,4,1
"12642","91","win","Muhsin Corbbrey","WEC 43 - Cerrone vs. Henderson",2,"1:42","TKO (Punches)",2009-10-10,1,1,FALSE,7,2,1,0.7692308,13,0.3846154,TRUE,0.2307692,FALSE,3,5,1.25
"12643","91","win","Chris Horodecki","WEC 45 - Cerrone vs. Ratcliff",1,"3:33","TKO (Head Kick and Punches)",2009-12-19,1,1,FALSE,7,3,2,0.7857143,14,0.4285714,TRUE,0.2142857,FALSE,3,6,1.5
"12644","91","loss","Shane Roller","WEC 48 - Aldo vs. Faber",1,"3:07","Submission (Rear-Naked Choke)",2010-04-24,0,1,TRUE,8,1,3,0.8,15,0.4666667,TRUE,0.2,FALSE,3,7,1.75
"12645","91","loss","Maciej Jewtuszko","WEC 50 - Cruz vs. Benavidez 2",1,"1:35","TKO (Punches)",2010-08-18,0,0,FALSE,8,2,-1,0.75,16,0.4375,FALSE,0.25,TRUE,4,7,1.4
"12646","91","win","Edward Faaloloto","WEC 52 - Faber vs. Mizugaki",2,"4:54","TKO (Elbow)",2010-11-11,1,0,TRUE,9,1,-2,0.7058824,17,0.4117647,FALSE,0.2941176,TRUE,5,7,1.166667
"12647","91","loss","Edson Barboza","UFC 128 - Shogun vs. Jones",3,"5:00","Decision (Unanimous)",2011-03-19,0,1,TRUE,10,1,1,0.7222222,18,0.4444444,TRUE,0.2777778,FALSE,5,8,1.333333
"12648","91","win","Andre Winner","UFC 132 - Cruz vs. Faber 2",3,"5:00","Decision (Unanimous)",2011-07-02,1,0,TRUE,11,1,-1,0.6842105,19,0.4210526,FALSE,0.2631579,FALSE,5,8,1.333333
"12649","91","loss","Danny Castillo","UFC 141 - Lesnar vs. Overeem",3,"5:00","Decision (Split)",2011-12-30,0,1,TRUE,12,1,1,0.7,20,0.4,FALSE,0.25,FALSE,5,8,1.333333
"12650","91","win","John Makdessi","UFC 145 - Jones vs. Evans",3,"5:00","Decision (Unanimous)",2012-04-21,1,0,TRUE,13,1,-1,0.6666667,21,0.3809524,FALSE,0.2380952,FALSE,5,8,1.333333
"12651","91","loss","Rafael dos Anjos","UFC on Fuel TV 4 - Munoz vs. Weidman",3,"5:00","Decision (Unanimous)",2012-07-11,0,1,TRUE,14,1,1,0.6818182,22,0.3636364,FALSE,0.2272727,FALSE,5,8,1.333333
"12652","91","win","Roger Bowling","UFC on Fox 7 - Henderson vs. Melendez",2,"2:52","KO (Punch)",2013-04-20,1,0,TRUE,15,1,-1,0.6521739,23,0.3478261,FALSE,0.2173913,FALSE,5,8,1.333333
"12653","91","loss","Vinc Pichel","UFC 173 - Barao vs. Dillashaw",3,"5:00","Decision (Unanimous)",2014-05-24,0,1,TRUE,16,1,1,0.6666667,24,0.375,TRUE,0.2083333,FALSE,5,9,1.5
"12654","91","loss","Daron Cruickshank","UFC Fight Night 54 - MacDonald vs. Saffiedine",3,"5:00","Decision (Unanimous)",2014-10-04,0,0,FALSE,16,2,-1,0.64,25,0.36,FALSE,0.2,FALSE,5,9,1.5
"12655","91","loss","Dave Burrow","LFC 38 - Legacy Fighting Championship 38",3,"1:28","Submission (Armbar)",2015-02-13,0,0,FALSE,16,3,-2,0.6153846,26,0.3461538,FALSE,0.1923077,FALSE,5,9,1.5
"12656","91","loss","Josh Quayhagen","LFC 42 - Legacy Fighting Championship 42",3,"5:00","Decision (Split)",2015-06-26,0,0,FALSE,16,4,-3,0.5925926,27,0.3333333,FALSE,0.2222222,TRUE,6,9,1.285714
"12657","91","loss","Leonardo Mafra Texeira","FFC 25 - Mitchell vs. Lopez",3,"5:00","Decision (Unanimous)",2016-06-11,0,0,FALSE,16,5,-4,0.5714286,28,0.3214286,FALSE,0.2142857,FALSE,6,9,1.285714
"12658","92","win","Nick Wright","AFC 9 - Fresh Meat",1,"N/A","TKO (Submission to Punches)",2006-08-25,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"12659","92","win","Tony Hawkins","Fury Fights - Battle in Brookings 1",1,"2:18","TKO (Punches)",2006-12-02,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"12660","92","win","Ryan Heckert","VFC 17 - Predators",1,"1:15","TKO (Punches)",2006-12-09,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2
"12661","92","win","Josh Smidt","RFN 2 - Royalty Fight Night 2",2,"1:37","Submission (Rear-Naked Choke)",2007-02-10,1,1,FALSE,1,4,3,1,3,1,TRUE,0,FALSE,0,3,3
"12662","92","loss","Donald Cerrone","ROF 28 - Evolution",1,"1:49","Submission (Armbar)",2007-02-16,0,1,TRUE,2,1,4,1,4,1,TRUE,0,FALSE,0,4,4
"12663","92","win","Jake Burriola","GFC 1 - Genesis",2,"3:19","Submission (Keylock)",2007-04-20,1,0,TRUE,3,1,-1,0.8,5,0.8,FALSE,0.2,TRUE,1,4,2
"12664","92","win","Alex Rutter","VFC 19 - Inferno",1,"3:22","KO (Punches)",2007-05-18,1,1,FALSE,3,2,1,0.8333333,6,0.8333333,TRUE,0.1666667,FALSE,1,5,2.5
"12665","92","win","Eugene Crisler","XFO - Xtreme Fighting Organization 18",2,"1:37","TKO (Punches)",2007-06-30,1,1,FALSE,3,3,2,0.8571429,7,0.8571429,TRUE,0.1428571,FALSE,1,6,3
"12666","92","NC","Zac George","IFO - Eastman vs. Kimmons",1,"2:09","No ContestN/A)",2007-07-07,0,1,TRUE,4,1,3,0.875,8,0.875,TRUE,0.125,FALSE,1,7,3.5
"12667","92","win","Rocky Johnson","Battlequest 6 - Shootout",3,"5:00","Decision (Split)",2007-07-21,1,0,TRUE,5,1,-1,0.7777778,9,0.7777778,FALSE,0.2222222,TRUE,2,7,2.333333
"12668","92","loss","Alonzo Martinez","VFC 20 - Aces",1,"N/A","SubmissionN/A)",2007-09-07,0,1,TRUE,6,1,1,0.8,10,0.7,FALSE,0.2,FALSE,2,7,2.333333
"12669","92","win","Joe Doherty","VFC 22 - Ascension",5,"5:00","Decision (Unanimous)",2008-02-29,1,0,TRUE,7,1,-1,0.7272727,11,0.6363636,FALSE,0.2727273,TRUE,3,7,1.75
"12670","92","win","Zach Wolff","VFC 22 - Ascension",2,"2:23","TKO (Punches)",2008-02-29,1,1,FALSE,7,2,1,0.75,12,0.5833333,FALSE,0.25,FALSE,3,7,1.75
"12671","92","loss","Marcus Aurelio","UFC Fight Night 13 - Florian vs. Lauzon",1,"0:16","Submission (Armbar)",2008-04-02,0,1,TRUE,8,1,2,0.7692308,13,0.6153846,TRUE,0.2307692,FALSE,3,8,2
"12672","92","loss","John Mahlow","AE - Atomic Enterprizes",2,"2:10","SubmissionN/A)",2008-09-06,0,0,FALSE,8,2,-1,0.7142857,14,0.5714286,FALSE,0.2857143,TRUE,4,8,1.6
"12673","92","loss","Joe Wilk","VFC 26 - Onslaught",1,"3:06","Submission (Guillotine Choke)",2009-02-20,0,0,FALSE,8,3,-2,0.6666667,15,0.5333333,FALSE,0.3333333,TRUE,5,8,1.333333
"12674","92","loss","Jonathan Murphy","XFO - Xtreme Fighting Organization 28",1,"2:24","TKO (Punches)",2009-02-27,0,0,FALSE,8,4,-3,0.625,16,0.5,FALSE,0.375,TRUE,6,8,1.142857
"12675","92","loss","Eric Marriott","Titan FC 14 - Titan Fighting Championship 14",3,"5:00","Decision (Unanimous)",2009-10-02,0,0,FALSE,8,5,-4,0.5882353,17,0.4705882,FALSE,0.4117647,TRUE,7,8,1
"12676","92","loss","Duane Ludwig","ROF 36 - Demolition",1,"2:05","TKO (Submission to Punches)",2009-12-04,0,0,FALSE,8,6,-5,0.5555556,18,0.4444444,FALSE,0.3888889,FALSE,7,8,1
