"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"11837","531","win","Jeff Camera","Reality Fighting - CollisionJul / 19 / 2008","TKO (Punches)Randy Rowe",2,"2:18",NA,NA,NA,NA
"11838","531","win","Andres Lebron","Reality Fighting - NightmareApr / 12 / 2008","Submission (Rear-Naked Choke)Kirik Jenness",2,"2:45",NA,NA,NA,NA
"11839","531","loss","Bill Jones","Reality Fighting - AnnihilationJan / 19 / 2008","Decision (Split)N/A",3,"3:00",NA,NA,NA,NA
"11840","531","win","Chris Correira","Reality Fighting - InvictusSep / 15 / 2007","Submission (Guillotine Choke)N/A",3,"N/A",NA,NA,NA,NA
"11841","532","loss","Takafumi Otsuka","Shooto - Professional Shooto 2020 Vol. 7Nov / 23 / 2020","TKO (Knee Injury)Masato Kataoka",1,"2:12",NA,NA,NA,NA
"11842","532","win","Takumi Tamaru","Shooto - Professional Shooto 2020 Vol. 5Aug / 01 / 2020","TKO (Punches)Masato Kataoka",1,"3:23",NA,NA,NA,NA
"11843","532","draw","Ryo Okada","Shooto - 30th Anniversary Tour 7th RoundSep / 22 / 2019","Draw (Split)Masato Fukuda",3,"5:00",NA,NA,NA,NA
"11844","532","win","Tomoya Hirakawa","Shooto - Shooto 30th Anniversary Tour Round 2Mar / 24 / 2019","Submission (Rear-Naked Choke)N/A",2,"2:55",NA,NA,NA,NA
"11845","532","win","Go Minamide","Shooto - Professional Shooto 11/17Nov / 17 / 2018","Submission (Rear-Naked Choke)Masato Fukuda",1,"4:15",NA,NA,NA,NA
"11846","532","win","Hideto Okada","Shooto - This Is Shooto, Vol.2Aug / 03 / 2018","Decision (Unanimous)Minoru Toyonaga",3,"5:00",NA,NA,NA,NA
"11847","532","win","Taiki Tsuchiya","Shooto - Professional Shooto 1/28Jan / 28 / 2018","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11848","532","win","Kevin Croom","Shooto - Professional Shooto 11/12Nov / 12 / 2016","Technical Submission (Rear-Naked Choke)Masato Fukuda",2,"3:13",NA,NA,NA,NA
"11849","532","loss","Keita Ishibashi","Shooto - Professional Shooto 7/17Jul / 17 / 2016","Submission (Rear-Naked Choke)Masato Fukuda",2,"2:04",NA,NA,NA,NA
"11850","532","win","Yosuke Ebihara","Shooto - Professional Shooto 3/21Mar / 21 / 2016","TKO (Punches)N/A",1,"1:07",NA,NA,NA,NA
"11851","532","win","Kenta Hattori","Shooto - Professional Shooto 11/29Nov / 29 / 2015","KO (Punches)N/A",1,"3:06",NA,NA,NA,NA
"11852","532","loss","Shoko Sato","Vale Tudo Japan - VTJ 7thSep / 13 / 2015","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"11853","532","win","Takahiro Ashida","Grandslam MMA 2 - Way of the CageFeb / 08 / 2015","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11854","532","win","Yuki Takahashi","Tribe Tokyo Fight - TTF Challenge 03Nov / 03 / 2014","KO (Punches)N/A",1,"2:06",NA,NA,NA,NA
"11855","532","win","Kaneaki Watanabe","Tribe Tokyo Fight - TTF Challenge 02Sep / 13 / 2014","KO (Punch)N/A",1,"4:05",NA,NA,NA,NA
"11856","533","loss","Tristan Connelly","Elite 1 MMA - Collision CourseMay / 06 / 2017","Submission (Rear-Naked Choke)N/A",3,"3:47",NA,NA,NA,NA
"11857","533","loss","Mike Scarcello","Unified MMA 29 - Boser vs. ClevelandDec / 16 / 2016","Submission (Rear-Naked Choke)Vern Gorman",1,"3:12",NA,NA,NA,NA
"11858","533","loss","Kevin Croom","Triumph FC 1 - InceptionApr / 22 / 2016","TKO (Punches)Thomas Collins",1,"0:26",NA,NA,NA,NA
"11859","533","win","Matt Bessette","Classic Entertainment and Sports - CES MMA 30Aug / 14 / 2015","KO (Punches)Dan Miragliotta",1,"0:39",NA,NA,NA,NA
"11860","533","win","Yuki Baba","Pancrase - 265Mar / 15 / 2015","TKO (Head Kick and Punches)Jeff Mackens",1,"0:18",NA,NA,NA,NA
"11861","533","win","Massimo Capussela","MIMMA - Malaysian Invasion 2: Grand FinalsOct / 25 / 2014","TKO (Punches)Olivier Coste",1,"0:34",NA,NA,NA,NA
"11862","533","NC","Will Romero","WSOF Canada - Ford vs. PowellFeb / 21 / 2014","NC (Wheeler Punched in Back of Head)Vern Gorman",1,"4:47",NA,NA,NA,NA
"11863","533","loss","Ray Wood","NEF - Nations Collide: Canadian InvasionJul / 12 / 2013","Submission (Guillotine Choke)N/A",1,"1:01",NA,NA,NA,NA
"11864","533","win","Adam Lorenz","AFC 14 - InvasionNov / 23 / 2012","Submission (Guillotine Choke)John Braak",1,"0:33",NA,NA,NA,NA
"11865","533","win","Justin Bourgeois","Elite 1 - ShowdownMay / 05 / 2012","Submission (Guillotine Choke)N/A",1,"0:21",NA,NA,NA,NA
"11866","533","loss","Ricky Goodall","ECFP - ResurgenceMay / 27 / 2011","TKO (Punches)Brad Jardine",1,"4:29",NA,NA,NA,NA
"11867","533","win","Christopher Boisvert","Ringside MMA 9 - PaybackNov / 13 / 2010","Submission (Armbar)N/A",1,"1:29",NA,NA,NA,NA
"11868","533","loss","Josh Machan","AMMA 4 - Victory Jul / 09 / 2010","Submission (Armbar)N/A",1,"3:08",NA,NA,NA,NA
"11869","533","win","Amir Uddin","AMMA 1 - First BloodOct / 24 / 2009","TKO (Punches)N/A",1,"0:30",NA,NA,NA,NA
"11870","533","win","Chris Ade","TFC 7 - Full ThrottleMay / 30 / 2009","TKO (Punches)Len Koivisto",1,"1:45",NA,NA,NA,NA
"11871","533","win","Dean Lewis","KOTC - UnrefinedSep / 18 / 2008","TKO (Punches)Len Koivisto",2,"1:13",NA,NA,NA,NA
"11872","534","loss","Arman Ospanov","ACA 105 - Absolute Championship AkhmatMar / 06 / 2020","TKOLukasz Bosacki",1,"2:29",NA,NA,NA,NA
"11873","534","loss","Shamil Shakhbulatov","ACA 99 - Bagov vs. KhalievSep / 27 / 2019","KO (Punch)Herb Dean",1,"3:57",NA,NA,NA,NA
"11874","534","win","Gleristone Santos","ACB 90 - MoscowNov / 10 / 2018","KO (Punch)Lukasz Bosacki",2,"4:03",NA,NA,NA,NA
"11875","534","loss","Levan Makashvili","EFN - Fight Nights Global 54Nov / 16 / 2016","Decision (Unanimous)Alexander Sidorin",3,"5:00",NA,NA,NA,NA
"11876","534","win","Diego Nunes","EFN - Fight Nights Global 51Sep / 25 / 2016","TKO (Punches)Alexander Sidorin",1,"1:45",NA,NA,NA,NA
"11877","534","win","Dioginis Souza","EFN 50 - Emelianenko vs. MaldonadoJun / 17 / 2016","TKO (Punches)Vyacheslav Kiselev",1,"4:13",NA,NA,NA,NA
"11878","534","win","LiGe Teng","Sunkin International Fight Club - 2016 Oriental Summit International MMA TournamentJan / 21 / 2016","TKO (Punches)N/A",1,"4:50",NA,NA,NA,NA
"11879","534","win","Ilya Kurzanov","EFN - Fight Nights MoscowDec / 11 / 2015","Decision (Unanimous)Alexander Sidorin",3,"5:00",NA,NA,NA,NA
"11880","534","win","Kevin Croom","EFN - Fight Nights DagestanSep / 25 / 2015","TKO (Punches)Herb Dean",2,"3:16",NA,NA,NA,NA
"11881","534","win","Ronny Gomez","Fight Nights - SochiJul / 31 / 2015","Submission (Rear-Naked Choke)Gennady Zuev",1,"2:47",NA,NA,NA,NA
"11882","534","win","Sebastian Romanowski","Fight Nights - Battle of Moscow 19Jun / 11 / 2015","TKO (Punches)Gennady Zuev",3,"2:30",NA,NA,NA,NA
"11883","534","win","Jose Eudes Tavares","BOS - Battle of Stars 3Dec / 06 / 2014","TKO (Punches)Ashot Ashugyan",1,"3:20",NA,NA,NA,NA
"11884","534","win","Yerzhan Estanov","Alash Pride - Warriors of the SteppeNov / 23 / 2014","TKO (Retirement)Ashot Ashugyan",2,"5:00",NA,NA,NA,NA
"11885","534","win","Magomed-Emin Hazhgeriev","N1 Pro - Nomad Pro MMA Cup 2014Oct / 05 / 2014","Submission (Armbar)N/A",1,"N/A",NA,NA,NA,NA
"11886","534","win","James Saville","Dare Fight Sports - Rebels of MMAOct / 12 / 2013","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11887","534","win","Yerzhan Estanov","Alash Pride - Great BattleMar / 30 / 2013","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11888","534","win","Masanori Kanehara","Fight Nights - Battle of Moscow 4Jul / 07 / 2011","TKO (Punches)N/A",1,"1:47",NA,NA,NA,NA
"11889","534","win","Roman Kishev","United Glory - 2010-2011 World Series FinalsMay / 28 / 2011","Submission (Armbar)Niels Beursken",1,"3:10",NA,NA,NA,NA
"11890","534","win","Evgeni Khavilov","Fight Nights - Battle of Moscow 3Mar / 12 / 2011","KO (Punch)N/A",1,"1:02",NA,NA,NA,NA
"11891","534","win","Marat Pekov","Fight Nights - Battle of Moscow 1Jun / 05 / 2010","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11892","534","win","Danil Turinghe","Battle of Champions - ElistaOct / 02 / 2009","N/AN/A",0,"N/A",NA,NA,NA,NA
"11893","535","win","Joey Estrada","Cageside Promotions / KCFA - Kansas City Fighting Alliance 28May / 05 / 2018","Submission (Guillotine Choke)Mike England",1,"3:19",NA,NA,NA,NA
"11894","535","loss","Ken Porter","TBC - Ultimate Blue Corner BattlesDec / 01 / 2017","Decision (Split)Mike England",5,"5:00",NA,NA,NA,NA
"11895","535","loss","William Joplin","Cageside Promotions / KCFA - Kansas City Fighting Alliance 20Oct / 01 / 2016","Submission (Guillotine Choke)Mike England",1,"1:22",NA,NA,NA,NA
"11896","535","win","Roshaun Jones","Conquest Promotions - O-Town Throwdown at The UJul / 16 / 2016","Submission (Armbar)Nick Berens",1,"0:45",NA,NA,NA,NA
"11897","535","loss","Yazan Hajeh","Cageside Promotions / KCFA - Kansas City Fighting Alliance 18Apr / 30 / 2016","TKO (Punches)Mike England",1,"3:09",NA,NA,NA,NA
"11898","535","win","Jordan Hernandez","Shamrock FC - AssaultJan / 16 / 2016","Submission (Rear-Naked Choke)Mike England",1,"1:08",NA,NA,NA,NA
"11899","535","loss","William Joplin","Shamrock FC - ClashSep / 26 / 2015","Submission (Guillotine Choke)Mike England",1,"1:11",NA,NA,NA,NA
"11900","535","loss","Tony Ortega","VFC - Victory Fighting Championship 45Apr / 04 / 2015","KO (Punch)N/A",1,"0:19",NA,NA,NA,NA
"11901","535","loss","Kevin Croom","Shamrock FC - ShockJan / 17 / 2015","KO (Punch)Mike England",1,"2:13",NA,NA,NA,NA
"11902","535","win","William Joplin","Shamrock FC - OnslaughtSep / 27 / 2014","Decision (Split)Mike England",3,"5:00",NA,NA,NA,NA
"11903","535","win","James Smith","OFC - Omaha Fight Club 100Aug / 29 / 2014","Submission (Armbar)N/A",1,"1:04",NA,NA,NA,NA
"11904","535","win","Zach Hubbard","Cageside Promotions - Kansas City Fighting Alliance 9Jan / 25 / 2014","Submission (Ankle Lock)Mike England",1,"1:33",NA,NA,NA,NA
"11905","535","loss","Ken Porter","Shamrock FC - InvincibleDec / 07 / 2013","Decision (Unanimous)John Duever",3,"5:00",NA,NA,NA,NA
"11906","535","loss","Cody Peterson","Cageside Promotions - Kansas City Fighting Alliance 8Oct / 05 / 2013","TKO (Punches)Mike England",1,"3:35",NA,NA,NA,NA
"11907","535","loss","L.C. Davis","Cageside Promotions - Kansas City Fighting Alliance 5Feb / 22 / 2013","TKO (Punches)Mike England",1,"2:18",NA,NA,NA,NA
"11908","535","win","Zach Coffman","TFF - True Fight FansAug / 17 / 2012","Submission (Armbar)Rusty Sullivan",1,"0:55",NA,NA,NA,NA
"11909","535","win","Jordan Howard","True Fight Fan - Clash in the Cage 176Jun / 15 / 2012","Decision (Unanimous)Rusty Sullivan",3,"5:00",NA,NA,NA,NA
"11910","535","win","Jeimeson Saudino","BFC - Bellator Fighting Championships 56Oct / 29 / 2011","Submission (Rear-Naked Choke)N/A",1,"3:26",NA,NA,NA,NA
"11911","535","loss","Anthony Gutierrez","Titan FC 16 - Titan Fighting Championship 16Jan / 28 / 2011","TKO (Elbows)Jason Herzog",1,"3:28",NA,NA,NA,NA
"11912","536","loss","Kevin Croom","Titan FC 27 - Titan Fighting Championship 27Feb / 28 / 2014","Decision (Unanimous)David Clifton",3,"5:00",NA,NA,NA,NA
"11913","536","win","Isaiah Chapman","NAAFS - Caged Vengeance 13Mar / 30 / 2013","TKO (Retirement)Chad Trukovich",4,"5:00",NA,NA,NA,NA
"11914","536","win","Steve Smith","NAAFS - Caged Fury 18Aug / 25 / 2012","Decision (Unanimous)Robert Riley",3,"5:00",NA,NA,NA,NA
"11915","536","win","Matt Munsey","Fight Party - Tabernacle Fight PartyMar / 03 / 2012","Decision (Unanimous)George Allen",3,"5:00",NA,NA,NA,NA
"11916","536","win","Aaron Williams","Atlas Fights - Cage Rage 10Feb / 11 / 2012","TKO (Punches)Keith Hughes",3,"3:58",NA,NA,NA,NA
"11917","536","loss","Genair da Silva","BFC - Bellator Fighting Championships 52Oct / 01 / 2011","Submission (Brabo Choke)Myron Gaudet",1,"3:51",NA,NA,NA,NA
"11918","536","loss","Ronnie Rogers","WBFN - Wild Bill's Fight Night 39Aug / 26 / 2011","Submission (Guillotine Choke)Blake Grice",1,"1:15",NA,NA,NA,NA
"11919","536","win","Aaron Williams","Atlas Fights - Cage Rage 6Feb / 18 / 2011","Decision (Unanimous)Keith Hughes",3,"5:00",NA,NA,NA,NA
"11920","536","loss","Zach Makovsky","BFC - Bellator Fighting Championships 30Sep / 23 / 2010","Decision (Unanimous)Gary Copeland",3,"5:00",NA,NA,NA,NA
"11921","536","loss","Ed West","BFC - Bellator Fighting Championships 27Sep / 02 / 2010","Decision (Unanimous)Kerry Hatley",3,"5:00",NA,NA,NA,NA
"11922","536","win","Jeff Curran","BFC - Bellator Fighting Championships 14Apr / 15 / 2010","Decision (Unanimous)Al Wichgers",3,"5:00",NA,NA,NA,NA
"11923","536","loss","Jon  Queiroz","COTK - Clash of the KingsApr / 03 / 2010","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11924","536","loss","Jessie Riggleman","RIE 2 - Battle at the Burg 2Jan / 30 / 2010","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"11925","536","win","Jonathan Mackles","Moosin - God of Martial ArtsDec / 11 / 2009","TKO (Punches)N/A",2,"3:51",NA,NA,NA,NA
"11926","536","loss","Zac George","C3 Fights - Slammin Jammin Weekend 2Oct / 30 / 2009","Submission (Armbar)N/A",2,"2:36",NA,NA,NA,NA
"11927","536","win","Harris Norwood","COTK - Clash of the KingsOct / 23 / 2009","Decision (Unanimous)Tony Mullinax",3,"5:00",NA,NA,NA,NA
"11928","536","win","David Love","ECI 16 - Extreme Combat InternationalAug / 22 / 2009","TKO (Punches)N/A",1,"0:00",NA,NA,NA,NA
"11929","536","win","Joey Marimberga","AMMA 3 - Adrenaline MMA 3Jun / 13 / 2009","KO (Punches)N/A",1,"4:57",NA,NA,NA,NA
"11930","536","loss","Peter Duncan","CW 11 - DecadeMar / 29 / 2009","Submission (Kimura)N/A",2,"4:05",NA,NA,NA,NA
"11931","536","loss","Will Campuzano","Cage Kings - Total DominationMar / 20 / 2009","Submission (Triangle Choke)N/A",2,"1:32",NA,NA,NA,NA
"11932","536","win","Randy Steinke","EFA - Rebels Without a CauseMar / 19 / 2009","Submission (Rear-Naked Choke)N/A",3,"0:24",NA,NA,NA,NA
"11933","536","loss","Harris Norwood","WBFN - Wild Bill's Fight Night 18Jan / 17 / 2009","Decision (Split)Tony Mullinax",3,"5:00",NA,NA,NA,NA
"11934","536","win","Thomas Wagner","EFA - Caged FuryOct / 25 / 2008","TKO (Punches)Gabe Barahona",1,"1:19",NA,NA,NA,NA
"11935","536","loss","Antonio Banuelos","PFC 10 - ExplosiveSep / 26 / 2008","KO (Punch)N/A",2,"0:59",NA,NA,NA,NA
"11936","536","win","Matt Troyer","RFL - Proving GroundJul / 26 / 2008","TKO (Punches)Jules Hewitt",2,"3:55",NA,NA,NA,NA
"11937","536","loss","Aaron Williams","XTC 4 - The Irish are ComingMay / 31 / 2008","Submission (Triangle Choke)N/A",3,"0:00",NA,NA,NA,NA
"11938","536","win","Joey Marimberga","Revolution Fight League - RelentlessMay / 17 / 2008","Decision (Unanimous)Andy Foster",3,"5:00",NA,NA,NA,NA
"11939","536","loss","Stephen Bass","TIM - Throwdown in Mo-TownApr / 05 / 2008","Decision (Unanimous)Andy Foster",3,"5:00",NA,NA,NA,NA
"11940","536","win","Brock Kerry","XTC 3 - Xtreme Total Combat 3Feb / 16 / 2008","TKO (Punches)N/A",1,"N/A",NA,NA,NA,NA
"11941","536","loss","Marcus Brimage","XFF 7 - Xtreme Freestyle Fighting 7Jan / 19 / 2008","TKO (Punches)N/A",2,"1:07",NA,NA,NA,NA
"11942","536","loss","Tony Hervey","XFF 6 - Xtreme Freestyle Fighting 6Dec / 01 / 2007","Submission (Choke)Andy Foster",1,"3:08",NA,NA,NA,NA
"11943","536","win","Chris Crumpton","GFC 1 - First BloodJan / 13 / 2007","TKON/A",1,"0:00",NA,NA,NA,NA
"11944","536","win","Paul McAdams","ECI 7 - Extreme Combat International 7Dec / 29 / 2006","KO (Punches)N/A",1,"0:13",NA,NA,NA,NA
"11945","537","loss","Kurban Gadzhiev","Fight Nights - SochiJul / 31 / 2015","Decision (Unanimous)Gennady Zuev",3,"5:00",NA,NA,NA,NA
"11946","537","win","Vartan Asatryan","Tech-Krep FC - Ermak Prime ChallengeApr / 03 / 2015","Decision (Unanimous)Ashot Ashugyan",3,"5:00",NA,NA,NA,NA
"11947","537","win","Nurbay Mirzaliev","Alash Pride - The StrongestJun / 21 / 2014","Decision (Unanimous)Daurenbek Zhakayev",2,"5:00",NA,NA,NA,NA
"11948","537","loss","Said Nurmagomedov","Absolute Championship Berkut  - Grand Prix Berkut 1Mar / 02 / 2014","Decision (Unanimous)Ashot Ashughyan",2,"5:00",NA,NA,NA,NA
"11949","537","loss","Kevin Croom","Alash Pride - Great Battle 2Dec / 19 / 2013","TKO (Corner Stoppage)N/A",1,"2:55",NA,NA,NA,NA
"11950","537","win","Asker Baragunov","Fight Nights - Battle of Moscow 12Jun / 20 / 2013","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"11951","537","win","Dmitry Orlov","Alash Pride - Great BattleMar / 30 / 2013","KO (Punch)N/A",1,"0:34",NA,NA,NA,NA
"11952","537","loss","Roldan Sangcha-an","AP - Alash Pride 2Dec / 22 / 2012","TKO (Head Kick and Punches)Karen Pashikyan",1,"3:48",NA,NA,NA,NA
"11953","537","win","Keisuke Fujiwara","Rings - Vol. 2: ConquisitoSep / 23 / 2012","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"11954","537","win","Przemyslaw Dobiala","Bushido Lithuania - vol. 51Jun / 08 / 2012","Submission (Rear-Naked Choke)N/A",1,"2:14",NA,NA,NA,NA
"11955","537","win","Mikhail Kulesh","AP - Nowruz Cup 2012Mar / 18 / 2012","N/A",0,"0:00",NA,NA,NA,NA
"11956","537","win","Andrei Shpota","Bushido Lithuania - vol. 50Dec / 21 / 2011","KO (Punch)N/A",1,"0:38",NA,NA,NA,NA
"11957","537","win","Salmoor Ergeshaliev","AP - Cardinal Cup 2011Oct / 16 / 2011","N/A",0,"0:00",NA,NA,NA,NA
"11958","537","win","Tombing Gintyanmanga","WAFC - Team Kazakhstan vs. Team IndiaJan / 30 / 2010","Submission (Rear-Naked Choke)N/A",1,"0:00",NA,NA,NA,NA
"11959","537","win","Salmoor Ergeshaliev","WAFC - Kazakhstan Pankration CupMay / 10 / 2009","TKO (Punches)Adil Boranbaev",1,"2:10",NA,NA,NA,NA
"11960","538","loss","Anthony Goldfield","FAC 1 - Fighting Alliance ChampionshipAug / 24 / 2019","TKO (Strikes)Nick Nolte",1,"5:00",NA,NA,NA,NA
"11961","538","win","Matt Dukes","BFC 21 - Blackout Fighting Championship 21Mar / 22 / 2014","Submission (Guillotine Choke)Mike England",1,"0:30",NA,NA,NA,NA
